bag,absolute_time,relative_sec,source_node,source_topic,event_category,candidate_type,goal_x,goal_y,decision,direct_reason,clearance_m,required_clearance_m,progress_m,alignment,path_length_m,score,outcome
23july.bag,2026-07-23T21:03:53.848+05:30,46.209,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.61,13.98,rejected,"Rejected frontier (4.61, 13.98): endpoint clearance 0.18 m is below required 1.70 m.",0.18,1.7,,,,,
23july.bag,2026-07-23T21:03:53.849+05:30,46.21,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.51,14.78,rejected,"Rejected frontier (4.51, 14.78): endpoint clearance 0.78 m is below required 1.70 m.",0.78,1.7,,,,,
23july.bag,2026-07-23T21:03:53.849+05:30,46.21,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.51,15.38,rejected,"Rejected frontier (4.51, 15.38): endpoint clearance 1.35 m is below required 1.70 m.",1.35,1.7,,,,,
23july.bag,2026-07-23T21:03:53.850+05:30,46.21,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.71,15.78,rejected,"Rejected frontier (4.71, 15.78): endpoint clearance 1.67 m is below required 1.70 m.",1.67,1.7,,,,,
23july.bag,2026-07-23T21:03:53.850+05:30,46.211,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.76,16.23,rejected,"Rejected frontier (4.76, 16.23): endpoint clearance 1.52 m is below required 1.70 m.",1.52,1.7,,,,,
23july.bag,2026-07-23T21:03:53.851+05:30,46.211,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.66,16.58,rejected,"Rejected frontier (4.66, 16.58): endpoint clearance 1.22 m is below required 1.70 m.",1.22,1.7,,,,,
23july.bag,2026-07-23T21:03:53.851+05:30,46.212,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.56,16.93,rejected,"Rejected frontier (4.56, 16.93): endpoint clearance 0.95 m is below required 1.70 m.",0.95,1.7,,,,,
23july.bag,2026-07-23T21:03:53.851+05:30,46.212,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,3.66,17.43,rejected,"Rejected frontier (3.66, 17.43): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:53.852+05:30,46.213,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.26,17.58,rejected,"Rejected frontier (4.26, 17.58): endpoint clearance 0.53 m is below required 1.70 m.",0.53,1.7,,,,,
23july.bag,2026-07-23T21:03:53.852+05:30,46.213,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.46,15.33,rejected,"Rejected frontier (10.46, 15.33): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:53.853+05:30,46.214,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.21,14.78,rejected,"Rejected frontier (11.21, 14.78): endpoint clearance 0.19 m is below required 1.70 m.",0.19,1.7,,,,,
23july.bag,2026-07-23T21:03:53.853+05:30,46.214,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.01,13.28,rejected,"Rejected frontier (10.01, 13.28): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:53.854+05:30,46.214,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.71,13.83,rejected,"Rejected frontier (10.71, 13.83): endpoint clearance 0.68 m is below required 1.70 m.",0.68,1.7,,,,,
23july.bag,2026-07-23T21:03:53.854+05:30,46.215,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.01,14.08,rejected,"Rejected frontier (11.01, 14.08): endpoint clearance 0.78 m is below required 1.70 m.",0.78,1.7,,,,,
23july.bag,2026-07-23T21:03:53.855+05:30,46.215,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.56,14.28,rejected,"Rejected frontier (10.56, 14.28): endpoint clearance 0.51 m is below required 1.70 m.",0.51,1.7,,,,,
23july.bag,2026-07-23T21:03:53.855+05:30,46.216,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.16,14.48,rejected,"Rejected frontier (11.16, 14.48): endpoint clearance 0.40 m is below required 1.70 m.",0.4,1.7,,,,,
23july.bag,2026-07-23T21:03:53.856+05:30,46.217,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.81,14.63,rejected,"Rejected frontier (11.81, 14.63): endpoint clearance 0.44 m is below required 1.70 m.",0.44,1.7,,,,,
23july.bag,2026-07-23T21:03:53.857+05:30,46.217,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.56,14.78,rejected,"Rejected frontier (11.56, 14.78): endpoint clearance 0.29 m is below required 1.70 m.",0.29,1.7,,,,,
23july.bag,2026-07-23T21:03:53.857+05:30,46.218,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.01,14.98,rejected,"Rejected frontier (11.01, 14.98): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.858+05:30,46.218,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.61,15.33,rejected,"Rejected frontier (11.61, 15.33): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:53.858+05:30,46.219,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.21,15.53,rejected,"Rejected frontier (11.21, 15.53): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.859+05:30,46.22,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.01,14.03,rejected,"Rejected frontier (10.01, 14.03): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:53.860+05:30,46.221,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.26,14.18,rejected,"Rejected frontier (10.26, 14.18): endpoint clearance 0.29 m is below required 1.70 m.",0.29,1.7,,,,,
23july.bag,2026-07-23T21:03:53.860+05:30,46.221,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.11,13.88,rejected,"Rejected frontier (10.11, 13.88): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.861+05:30,46.222,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.16,13.93,rejected,"Rejected frontier (10.16, 13.93): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:53.862+05:30,46.222,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.11,13.98,rejected,"Rejected frontier (10.11, 13.98): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.862+05:30,46.223,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.16,14.03,rejected,"Rejected frontier (10.16, 14.03): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:53.863+05:30,46.223,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.06,14.08,rejected,"Rejected frontier (10.06, 14.08): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.863+05:30,46.224,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.31,14.08,rejected,"Rejected frontier (10.31, 14.08): endpoint clearance 0.29 m is below required 1.70 m.",0.29,1.7,,,,,
23july.bag,2026-07-23T21:03:53.864+05:30,46.224,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.21,14.13,rejected,"Rejected frontier (10.21, 14.13): endpoint clearance 0.22 m is below required 1.70 m.",0.22,1.7,,,,,
23july.bag,2026-07-23T21:03:53.864+05:30,46.225,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.16,14.18,rejected,"Rejected frontier (10.16, 14.18): endpoint clearance 0.22 m is below required 1.70 m.",0.22,1.7,,,,,
23july.bag,2026-07-23T21:03:53.864+05:30,46.225,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.41,14.18,rejected,"Rejected frontier (10.41, 14.18): endpoint clearance 0.41 m is below required 1.70 m.",0.41,1.7,,,,,
23july.bag,2026-07-23T21:03:53.865+05:30,46.226,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.61,15.03,rejected,"Rejected frontier (10.61, 15.03): endpoint clearance 0.23 m is below required 1.70 m.",0.23,1.7,,,,,
23july.bag,2026-07-23T21:03:53.865+05:30,46.226,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.76,14.98,rejected,"Rejected frontier (10.76, 14.98): endpoint clearance 0.24 m is below required 1.70 m.",0.24,1.7,,,,,
23july.bag,2026-07-23T21:03:53.866+05:30,46.226,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.56,14.83,rejected,"Rejected frontier (10.56, 14.83): endpoint clearance 0.18 m is below required 1.70 m.",0.18,1.7,,,,,
23july.bag,2026-07-23T21:03:53.867+05:30,46.227,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.51,14.88,rejected,"Rejected frontier (10.51, 14.88): endpoint clearance 0.15 m is below required 1.70 m.",0.15,1.7,,,,,
23july.bag,2026-07-23T21:03:53.867+05:30,46.228,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.61,14.88,rejected,"Rejected frontier (10.61, 14.88): endpoint clearance 0.24 m is below required 1.70 m.",0.24,1.7,,,,,
23july.bag,2026-07-23T21:03:53.867+05:30,46.228,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.66,14.88,rejected,"Rejected frontier (10.66, 14.88): endpoint clearance 0.29 m is below required 1.70 m.",0.29,1.7,,,,,
23july.bag,2026-07-23T21:03:53.868+05:30,46.229,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.66,15.08,rejected,"Rejected frontier (10.66, 15.08): endpoint clearance 0.22 m is below required 1.70 m.",0.22,1.7,,,,,
23july.bag,2026-07-23T21:03:53.868+05:30,46.229,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.86,15.03,rejected,"Rejected frontier (10.86, 15.03): endpoint clearance 0.18 m is below required 1.70 m.",0.18,1.7,,,,,
23july.bag,2026-07-23T21:03:53.869+05:30,46.23,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.16,15.23,rejected,"Rejected frontier (11.16, 15.23): endpoint clearance 0.18 m is below required 1.70 m.",0.18,1.7,,,,,
23july.bag,2026-07-23T21:03:53.870+05:30,46.23,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.01,15.08,rejected,"Rejected frontier (11.01, 15.08): endpoint clearance 0.18 m is below required 1.70 m.",0.18,1.7,,,,,
23july.bag,2026-07-23T21:03:53.870+05:30,46.231,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.06,15.13,rejected,"Rejected frontier (11.06, 15.13): endpoint clearance 0.23 m is below required 1.70 m.",0.23,1.7,,,,,
23july.bag,2026-07-23T21:03:53.871+05:30,46.231,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.01,15.18,rejected,"Rejected frontier (11.01, 15.18): endpoint clearance 0.28 m is below required 1.70 m.",0.28,1.7,,,,,
23july.bag,2026-07-23T21:03:53.871+05:30,46.232,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.06,15.23,rejected,"Rejected frontier (11.06, 15.23): endpoint clearance 0.22 m is below required 1.70 m.",0.22,1.7,,,,,
23july.bag,2026-07-23T21:03:53.872+05:30,46.232,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.36,15.23,rejected,"Rejected frontier (11.36, 15.23): endpoint clearance 0.22 m is below required 1.70 m.",0.22,1.7,,,,,
23july.bag,2026-07-23T21:03:53.872+05:30,46.233,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.21,15.28,rejected,"Rejected frontier (11.21, 15.28): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:53.872+05:30,46.233,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.41,15.28,rejected,"Rejected frontier (11.41, 15.28): endpoint clearance 0.19 m is below required 1.70 m.",0.19,1.7,,,,,
23july.bag,2026-07-23T21:03:53.873+05:30,46.234,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.81,15.58,rejected,"Rejected frontier (4.81, 15.58): endpoint clearance 1.45 m is below required 1.70 m.",1.45,1.7,,,,,
23july.bag,2026-07-23T21:03:53.874+05:30,46.234,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.86,15.63,rejected,"Rejected frontier (4.86, 15.63): endpoint clearance 1.49 m is below required 1.70 m.",1.49,1.7,,,,,
23july.bag,2026-07-23T21:03:53.874+05:30,46.235,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.86,15.68,rejected,"Rejected frontier (4.86, 15.68): endpoint clearance 1.54 m is below required 1.70 m.",1.54,1.7,,,,,
23july.bag,2026-07-23T21:03:53.875+05:30,46.236,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.81,15.78,rejected,"Rejected frontier (4.81, 15.78): endpoint clearance 1.65 m is below required 1.70 m.",1.65,1.7,,,,,
23july.bag,2026-07-23T21:03:53.876+05:30,46.236,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.81,16.03,rejected,"Rejected frontier (4.81, 16.03): endpoint clearance 1.70 m is below required 1.70 m.",1.7,1.7,,,,,
23july.bag,2026-07-23T21:03:53.876+05:30,46.237,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.81,16.08,rejected,"Rejected frontier (4.81, 16.08): endpoint clearance 1.66 m is below required 1.70 m.",1.66,1.7,,,,,
23july.bag,2026-07-23T21:03:53.877+05:30,46.238,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,3.16,18.33,rejected,"Rejected frontier (3.16, 18.33): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:53.877+05:30,46.238,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,3.11,18.23,rejected,"Rejected frontier (3.11, 18.23): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.878+05:30,46.238,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,3.31,18.18,rejected,"Rejected frontier (3.31, 18.18): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:53.879+05:30,46.239,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,2.86,18.23,rejected,"Rejected frontier (2.86, 18.23): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.879+05:30,46.24,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,3.16,18.23,rejected,"Rejected frontier (3.16, 18.23): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:53.880+05:30,46.24,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,2.76,18.28,rejected,"Rejected frontier (2.76, 18.28): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:53.880+05:30,46.241,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,2.91,18.28,rejected,"Rejected frontier (2.91, 18.28): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.881+05:30,46.241,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,2.96,18.33,rejected,"Rejected frontier (2.96, 18.33): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:53.881+05:30,46.242,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.31,18.43,rejected,"Rejected frontier (9.31, 18.43): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:53.882+05:30,46.242,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.26,18.48,rejected,"Rejected frontier (9.26, 18.48): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.883+05:30,46.243,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.31,18.58,rejected,"Rejected frontier (9.31, 18.58): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:53.883+05:30,46.244,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.26,18.68,rejected,"Rejected frontier (9.26, 18.68): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:53.883+05:30,46.244,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.31,18.78,rejected,"Rejected frontier (9.31, 18.78): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:53.884+05:30,46.244,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.36,18.83,rejected,"Rejected frontier (9.36, 18.83): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.884+05:30,46.245,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.36,18.88,rejected,"Rejected frontier (9.36, 18.88): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:53.885+05:30,46.245,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.41,18.98,rejected,"Rejected frontier (9.41, 18.98): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.885+05:30,46.246,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,2.31,19.03,rejected,"Rejected frontier (2.31, 19.03): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:53.886+05:30,46.246,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,1.06,19.28,rejected,"Rejected frontier (1.06, 19.28): endpoint clearance 1.23 m is below required 1.70 m.",1.23,1.7,,,,,
23july.bag,2026-07-23T21:03:53.887+05:30,46.247,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-5.94,20.73,rejected,"Rejected frontier (-5.94, 20.73): endpoint clearance 1.34 m is below required 1.70 m.",1.34,1.7,,,,,
23july.bag,2026-07-23T21:03:53.887+05:30,46.248,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-6.69,20.88,rejected,"Rejected frontier (-6.69, 20.88): endpoint clearance 0.65 m is below required 1.70 m.",0.65,1.7,,,,,
23july.bag,2026-07-23T21:03:53.887+05:30,46.248,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-6.89,20.98,rejected,"Rejected frontier (-6.89, 20.98): endpoint clearance 0.43 m is below required 1.70 m.",0.43,1.7,,,,,
23july.bag,2026-07-23T21:03:53.888+05:30,46.249,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.11,20.23,rejected,"Rejected frontier (8.11, 20.23): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.888+05:30,46.249,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.81,20.78,rejected,"Rejected frontier (8.81, 20.78): endpoint clearance 0.58 m is below required 1.70 m.",0.58,1.7,,,,,
23july.bag,2026-07-23T21:03:53.889+05:30,46.249,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.51,19.63,rejected,"Rejected frontier (8.51, 19.63): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:53.889+05:30,46.25,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.56,19.93,rejected,"Rejected frontier (8.56, 19.93): endpoint clearance 0.28 m is below required 1.70 m.",0.28,1.7,,,,,
23july.bag,2026-07-23T21:03:53.890+05:30,46.25,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.31,20.08,rejected,"Rejected frontier (8.31, 20.08): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.890+05:30,46.251,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.66,20.18,rejected,"Rejected frontier (8.66, 20.18): endpoint clearance 0.43 m is below required 1.70 m.",0.43,1.7,,,,,
23july.bag,2026-07-23T21:03:53.890+05:30,46.251,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.71,20.33,rejected,"Rejected frontier (8.71, 20.33): endpoint clearance 0.48 m is below required 1.70 m.",0.48,1.7,,,,,
23july.bag,2026-07-23T21:03:53.891+05:30,46.252,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.71,20.58,rejected,"Rejected frontier (8.71, 20.58): endpoint clearance 0.55 m is below required 1.70 m.",0.55,1.7,,,,,
23july.bag,2026-07-23T21:03:53.891+05:30,46.252,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.91,20.78,rejected,"Rejected frontier (8.91, 20.78): endpoint clearance 0.68 m is below required 1.70 m.",0.68,1.7,,,,,
23july.bag,2026-07-23T21:03:53.892+05:30,46.253,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.91,21.03,rejected,"Rejected frontier (8.91, 21.03): endpoint clearance 0.69 m is below required 1.70 m.",0.69,1.7,,,,,
23july.bag,2026-07-23T21:03:53.892+05:30,46.253,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.01,21.18,rejected,"Rejected frontier (9.01, 21.18): endpoint clearance 0.82 m is below required 1.70 m.",0.82,1.7,,,,,
23july.bag,2026-07-23T21:03:53.893+05:30,46.254,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.16,21.48,rejected,"Rejected frontier (9.16, 21.48): endpoint clearance 1.09 m is below required 1.70 m.",1.09,1.7,,,,,
23july.bag,2026-07-23T21:03:53.893+05:30,46.254,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.81,20.68,rejected,"Rejected frontier (7.81, 20.68): endpoint clearance 0.11 m is below required 1.70 m.",0.11,1.7,,,,,
23july.bag,2026-07-23T21:03:53.894+05:30,46.254,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.06,20.83,rejected,"Rejected frontier (8.06, 20.83): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:53.894+05:30,46.255,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.86,20.63,rejected,"Rejected frontier (7.86, 20.63): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:53.895+05:30,46.255,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.96,20.63,rejected,"Rejected frontier (7.96, 20.63): endpoint clearance 0.22 m is below required 1.70 m.",0.22,1.7,,,,,
23july.bag,2026-07-23T21:03:53.895+05:30,46.256,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.91,20.68,rejected,"Rejected frontier (7.91, 20.68): endpoint clearance 0.19 m is below required 1.70 m.",0.19,1.7,,,,,
23july.bag,2026-07-23T21:03:53.896+05:30,46.256,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.01,20.68,rejected,"Rejected frontier (8.01, 20.68): endpoint clearance 0.25 m is below required 1.70 m.",0.25,1.7,,,,,
23july.bag,2026-07-23T21:03:53.896+05:30,46.257,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.81,20.78,rejected,"Rejected frontier (7.81, 20.78): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:53.897+05:30,46.257,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.91,20.78,rejected,"Rejected frontier (7.91, 20.78): endpoint clearance 0.15 m is below required 1.70 m.",0.15,1.7,,,,,
23july.bag,2026-07-23T21:03:53.897+05:30,46.258,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.01,20.78,rejected,"Rejected frontier (8.01, 20.78): endpoint clearance 0.19 m is below required 1.70 m.",0.19,1.7,,,,,
23july.bag,2026-07-23T21:03:53.897+05:30,46.258,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-2.99,22.58,rejected,"Rejected frontier (-2.99, 22.58): endpoint clearance 0.22 m is below required 1.70 m.",0.22,1.7,,,,,
23july.bag,2026-07-23T21:03:53.898+05:30,46.259,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.79,22.83,rejected,"Rejected frontier (-3.79, 22.83): endpoint clearance 0.70 m is below required 1.70 m.",0.7,1.7,,,,,
23july.bag,2026-07-23T21:03:53.898+05:30,46.259,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.89,22.48,rejected,"Rejected frontier (-3.89, 22.48): endpoint clearance 0.85 m is below required 1.70 m.",0.85,1.7,,,,,
23july.bag,2026-07-23T21:03:53.899+05:30,46.259,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.44,22.53,rejected,"Rejected frontier (-3.44, 22.53): endpoint clearance 0.63 m is below required 1.70 m.",0.63,1.7,,,,,
23july.bag,2026-07-23T21:03:53.899+05:30,46.26,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.49,22.58,rejected,"Rejected frontier (-3.49, 22.58): endpoint clearance 0.69 m is below required 1.70 m.",0.69,1.7,,,,,
23july.bag,2026-07-23T21:03:53.900+05:30,46.261,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.59,22.63,rejected,"Rejected frontier (-3.59, 22.63): endpoint clearance 0.75 m is below required 1.70 m.",0.75,1.7,,,,,
23july.bag,2026-07-23T21:03:53.901+05:30,46.261,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.69,22.68,rejected,"Rejected frontier (-3.69, 22.68): endpoint clearance 0.80 m is below required 1.70 m.",0.8,1.7,,,,,
23july.bag,2026-07-23T21:03:53.901+05:30,46.262,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.54,22.73,rejected,"Rejected frontier (-3.54, 22.73): endpoint clearance 0.65 m is below required 1.70 m.",0.65,1.7,,,,,
23july.bag,2026-07-23T21:03:53.902+05:30,46.262,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.39,22.78,rejected,"Rejected frontier (-3.39, 22.78): endpoint clearance 0.50 m is below required 1.70 m.",0.5,1.7,,,,,
23july.bag,2026-07-23T21:03:53.902+05:30,46.263,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.54,22.83,rejected,"Rejected frontier (-3.54, 22.83): endpoint clearance 0.59 m is below required 1.70 m.",0.59,1.7,,,,,
23july.bag,2026-07-23T21:03:53.903+05:30,46.263,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.64,22.93,rejected,"Rejected frontier (-3.64, 22.93): endpoint clearance 0.65 m is below required 1.70 m.",0.65,1.7,,,,,
23july.bag,2026-07-23T21:03:53.903+05:30,46.264,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-3.99,23.03,rejected,"Rejected frontier (-3.99, 23.03): endpoint clearance 0.44 m is below required 1.70 m.",0.44,1.7,,,,,
23july.bag,2026-07-23T21:03:53.904+05:30,46.264,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-4.84,22.88,rejected,"Rejected frontier (-4.84, 22.88): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:53.904+05:30,46.265,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-5.29,22.93,rejected,"Rejected frontier (-5.29, 22.93): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
