bag,absolute_time,relative_sec,source_node,source_topic,event_category,candidate_type,goal_x,goal_y,decision,direct_reason,clearance_m,required_clearance_m,progress_m,alignment,path_length_m,score,outcome
23july.bag,2026-07-23T21:03:44.301+05:30,36.662,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.04,20.68,rejected,"Rejected frontier (8.04, 20.68): endpoint clearance 0.19 m is below required 1.70 m.",0.19,1.7,,,,,
23july.bag,2026-07-23T21:03:44.302+05:30,36.663,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.74,20.78,rejected,"Rejected frontier (7.74, 20.78): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:44.303+05:30,36.664,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.64,22.13,rejected,"Rejected frontier (4.64, 22.13): endpoint clearance 0.66 m is below required 1.70 m.",0.66,1.7,,,,,
23july.bag,2026-07-23T21:03:44.304+05:30,36.665,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.74,22.33,rejected,"Rejected frontier (4.74, 22.33): endpoint clearance 0.44 m is below required 1.70 m.",0.44,1.7,,,,,
23july.bag,2026-07-23T21:03:44.307+05:30,36.668,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.59,22.18,rejected,"Rejected frontier (4.59, 22.18): endpoint clearance 0.65 m is below required 1.70 m.",0.65,1.7,,,,,
23july.bag,2026-07-23T21:03:44.308+05:30,36.668,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.69,22.18,rejected,"Rejected frontier (4.69, 22.18): endpoint clearance 0.59 m is below required 1.70 m.",0.59,1.7,,,,,
23july.bag,2026-07-23T21:03:44.308+05:30,36.668,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.64,22.28,rejected,"Rejected frontier (4.64, 22.28): endpoint clearance 0.54 m is below required 1.70 m.",0.54,1.7,,,,,
23july.bag,2026-07-23T21:03:44.308+05:30,36.668,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.64,22.38,rejected,"Rejected frontier (4.64, 22.38): endpoint clearance 0.46 m is below required 1.70 m.",0.46,1.7,,,,,
23july.bag,2026-07-23T21:03:44.308+05:30,36.669,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.79,22.38,rejected,"Rejected frontier (4.79, 22.38): endpoint clearance 0.37 m is below required 1.70 m.",0.37,1.7,,,,,
23july.bag,2026-07-23T21:03:44.309+05:30,36.669,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.54,22.28,rejected,"Rejected frontier (4.54, 22.28): endpoint clearance 0.60 m is below required 1.70 m.",0.6,1.7,,,,,
23july.bag,2026-07-23T21:03:44.309+05:30,36.67,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.64,22.63,rejected,"Rejected frontier (4.64, 22.63): endpoint clearance 0.29 m is below required 1.70 m.",0.29,1.7,,,,,
23july.bag,2026-07-23T21:03:44.310+05:30,36.671,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.64,22.48,rejected,"Rejected frontier (4.64, 22.48): endpoint clearance 0.40 m is below required 1.70 m.",0.4,1.7,,,,,
23july.bag,2026-07-23T21:03:44.311+05:30,36.672,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.69,22.58,rejected,"Rejected frontier (4.69, 22.58): endpoint clearance 0.30 m is below required 1.70 m.",0.3,1.7,,,,,
23july.bag,2026-07-23T21:03:44.312+05:30,36.672,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.69,22.68,rejected,"Rejected frontier (4.69, 22.68): endpoint clearance 0.22 m is below required 1.70 m.",0.22,1.7,,,,,
23july.bag,2026-07-23T21:03:44.312+05:30,36.673,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.69,22.78,rejected,"Rejected frontier (4.69, 22.78): endpoint clearance 0.15 m is below required 1.70 m.",0.15,1.7,,,,,
23july.bag,2026-07-23T21:03:44.367+05:30,36.727,target_explorer_node,/rosout,goal_dispatch,final_or_frontier,4.39,18.93,dispatched,"Sending NavigateToPose goal (4.39, 18.93): progress=3.72 m alignment=0.996 path=3.72 m score=4.345.",,,3.72,0.996,3.72,4.345,
23july.bag,2026-07-23T21:03:44.370+05:30,36.73,target_explorer_node,/rosout,nav2_acceptance,,4.39,18.93,accepted,"Nav2 accepted goal (4.39, 18.93).",,,,,,,
23july.bag,2026-07-23T21:03:48.199+05:30,40.559,target_explorer_node,/rosout,active_goal_safety_cancellation,,4.39,18.93,cancel_requested,latest map places an obstacle 1.26 m from the endpoint; required clearance is 1.70 m.,,,,,,,
23july.bag,2026-07-23T21:03:48.200+05:30,40.561,target_explorer_node,/rosout,waiting,,,,deferred,Nav2 accepted the cancellation; waiting for the action result before selecting another goal.,,,,,,,
23july.bag,2026-07-23T21:03:48.229+05:30,40.59,target_explorer_node,/rosout,action_result,,4.39,18.93,canceled,"NavigateToPose cancellation completed for (4.39, 18.93).",,,,,,,CANCELED
23july.bag,2026-07-23T21:03:48.299+05:30,40.66,target_explorer_node,/rosout,endpoint_clearance_rejection,final_target,1.0,24.0,rejected,"Rejected final target (1.00, 24.00): endpoint clearance 0.96 m is below required 1.70 m.",0.96,1.7,,,,,
23july.bag,2026-07-23T21:03:48.322+05:30,40.683,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-1.31,9.68,rejected,"Rejected frontier (-1.31, 9.68): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.323+05:30,40.683,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-2.16,5.53,rejected,"Rejected frontier (-2.16, 5.53): endpoint clearance 1.38 m is below required 1.70 m.",1.38,1.7,,,,,
23july.bag,2026-07-23T21:03:48.323+05:30,40.684,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-2.11,3.33,rejected,"Rejected frontier (-2.11, 3.33): endpoint clearance 0.95 m is below required 1.70 m.",0.95,1.7,,,,,
23july.bag,2026-07-23T21:03:48.324+05:30,40.685,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-2.31,3.83,rejected,"Rejected frontier (-2.31, 3.83): endpoint clearance 0.43 m is below required 1.70 m.",0.43,1.7,,,,,
23july.bag,2026-07-23T21:03:48.324+05:30,40.685,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-1.91,4.48,rejected,"Rejected frontier (-1.91, 4.48): endpoint clearance 0.73 m is below required 1.70 m.",0.73,1.7,,,,,
23july.bag,2026-07-23T21:03:48.325+05:30,40.686,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-1.56,8.18,rejected,"Rejected frontier (-1.56, 8.18): endpoint clearance 1.45 m is below required 1.70 m.",1.45,1.7,,,,,
23july.bag,2026-07-23T21:03:48.325+05:30,40.686,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,-1.16,8.83,rejected,"Rejected frontier (-1.16, 8.83): endpoint clearance 0.75 m is below required 1.70 m.",0.75,1.7,,,,,
23july.bag,2026-07-23T21:03:48.326+05:30,40.687,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,6.99,7.23,rejected,"Rejected frontier (6.99, 7.23): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.327+05:30,40.687,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,5.19,6.23,rejected,"Rejected frontier (5.19, 6.23): endpoint clearance 1.31 m is below required 1.70 m.",1.31,1.7,,,,,
23july.bag,2026-07-23T21:03:48.327+05:30,40.688,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,6.04,6.73,rejected,"Rejected frontier (6.04, 6.73): endpoint clearance 0.38 m is below required 1.70 m.",0.38,1.7,,,,,
23july.bag,2026-07-23T21:03:48.328+05:30,40.688,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.04,7.28,rejected,"Rejected frontier (7.04, 7.28): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.329+05:30,40.689,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,6.94,7.38,rejected,"Rejected frontier (6.94, 7.38): endpoint clearance 0.15 m is below required 1.70 m.",0.15,1.7,,,,,
23july.bag,2026-07-23T21:03:48.329+05:30,40.69,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,6.99,7.43,rejected,"Rejected frontier (6.99, 7.43): endpoint clearance 0.18 m is below required 1.70 m.",0.18,1.7,,,,,
23july.bag,2026-07-23T21:03:48.330+05:30,40.691,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.09,7.43,rejected,"Rejected frontier (7.09, 7.43): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.331+05:30,40.691,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.14,7.48,rejected,"Rejected frontier (7.14, 7.48): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.331+05:30,40.692,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.19,7.48,rejected,"Rejected frontier (7.19, 7.48): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.332+05:30,40.692,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,7.29,7.53,rejected,"Rejected frontier (7.29, 7.53): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.333+05:30,40.693,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.69,9.48,rejected,"Rejected frontier (8.69, 9.48): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.333+05:30,40.694,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.39,9.28,rejected,"Rejected frontier (8.39, 9.28): endpoint clearance 0.36 m is below required 1.70 m.",0.36,1.7,,,,,
23july.bag,2026-07-23T21:03:48.334+05:30,40.694,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.09,9.08,rejected,"Rejected frontier (8.09, 9.08): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.334+05:30,40.695,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.14,9.18,rejected,"Rejected frontier (8.14, 9.18): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:48.335+05:30,40.696,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.19,9.18,rejected,"Rejected frontier (8.19, 9.18): endpoint clearance 0.15 m is below required 1.70 m.",0.15,1.7,,,,,
23july.bag,2026-07-23T21:03:48.336+05:30,40.696,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.29,9.23,rejected,"Rejected frontier (8.29, 9.23): endpoint clearance 0.25 m is below required 1.70 m.",0.25,1.7,,,,,
23july.bag,2026-07-23T21:03:48.336+05:30,40.697,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.34,9.28,rejected,"Rejected frontier (8.34, 9.28): endpoint clearance 0.32 m is below required 1.70 m.",0.32,1.7,,,,,
23july.bag,2026-07-23T21:03:48.337+05:30,40.698,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.49,9.38,rejected,"Rejected frontier (8.49, 9.38): endpoint clearance 0.26 m is below required 1.70 m.",0.26,1.7,,,,,
23july.bag,2026-07-23T21:03:48.338+05:30,40.698,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.69,11.38,rejected,"Rejected frontier (8.69, 11.38): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.339+05:30,40.699,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.79,11.48,rejected,"Rejected frontier (8.79, 11.48): endpoint clearance 0.18 m is below required 1.70 m.",0.18,1.7,,,,,
23july.bag,2026-07-23T21:03:48.339+05:30,40.7,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.89,11.53,rejected,"Rejected frontier (8.89, 11.53): endpoint clearance 0.29 m is below required 1.70 m.",0.29,1.7,,,,,
23july.bag,2026-07-23T21:03:48.340+05:30,40.701,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.94,11.58,rejected,"Rejected frontier (8.94, 11.58): endpoint clearance 0.30 m is below required 1.70 m.",0.3,1.7,,,,,
23july.bag,2026-07-23T21:03:48.341+05:30,40.701,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,8.99,11.58,rejected,"Rejected frontier (8.99, 11.58): endpoint clearance 0.26 m is below required 1.70 m.",0.26,1.7,,,,,
23july.bag,2026-07-23T21:03:48.341+05:30,40.702,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.09,11.63,rejected,"Rejected frontier (9.09, 11.63): endpoint clearance 0.15 m is below required 1.70 m.",0.15,1.7,,,,,
23july.bag,2026-07-23T21:03:48.342+05:30,40.703,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.14,11.68,rejected,"Rejected frontier (9.14, 11.68): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.343+05:30,40.703,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.19,11.73,rejected,"Rejected frontier (9.19, 11.73): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.343+05:30,40.704,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.29,12.13,rejected,"Rejected frontier (9.29, 12.13): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.344+05:30,40.704,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.29,12.18,rejected,"Rejected frontier (9.29, 12.18): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.344+05:30,40.705,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.39,12.23,rejected,"Rejected frontier (9.39, 12.23): endpoint clearance 0.15 m is below required 1.70 m.",0.15,1.7,,,,,
23july.bag,2026-07-23T21:03:48.345+05:30,40.706,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.44,12.28,rejected,"Rejected frontier (9.44, 12.28): endpoint clearance 0.22 m is below required 1.70 m.",0.22,1.7,,,,,
23july.bag,2026-07-23T21:03:48.345+05:30,40.706,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.49,12.33,rejected,"Rejected frontier (9.49, 12.33): endpoint clearance 0.29 m is below required 1.70 m.",0.29,1.7,,,,,
23july.bag,2026-07-23T21:03:48.346+05:30,40.707,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.59,12.38,rejected,"Rejected frontier (9.59, 12.38): endpoint clearance 0.19 m is below required 1.70 m.",0.19,1.7,,,,,
23july.bag,2026-07-23T21:03:48.347+05:30,40.707,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.69,12.43,rejected,"Rejected frontier (9.69, 12.43): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.347+05:30,40.708,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.74,12.48,rejected,"Rejected frontier (9.74, 12.48): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.348+05:30,40.708,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.64,13.18,rejected,"Rejected frontier (4.64, 13.18): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.348+05:30,40.709,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.49,12.93,rejected,"Rejected frontier (4.49, 12.93): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.349+05:30,40.71,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.44,12.58,rejected,"Rejected frontier (4.44, 12.58): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.350+05:30,40.71,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.49,12.63,rejected,"Rejected frontier (4.49, 12.63): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.350+05:30,40.711,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.49,12.68,rejected,"Rejected frontier (4.49, 12.68): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.351+05:30,40.712,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.49,12.78,rejected,"Rejected frontier (4.49, 12.78): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.353+05:30,40.713,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.59,12.93,rejected,"Rejected frontier (4.59, 12.93): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.356+05:30,40.716,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.49,12.98,rejected,"Rejected frontier (4.49, 12.98): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.356+05:30,40.716,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.59,12.98,rejected,"Rejected frontier (4.59, 12.98): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.356+05:30,40.716,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.09,12.93,rejected,"Rejected frontier (10.09, 12.93): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.356+05:30,40.717,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.09,12.98,rejected,"Rejected frontier (10.09, 12.98): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.356+05:30,40.717,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.04,13.03,rejected,"Rejected frontier (10.04, 13.03): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.356+05:30,40.717,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.04,13.08,rejected,"Rejected frontier (10.04, 13.08): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.357+05:30,40.717,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.09,13.08,rejected,"Rejected frontier (10.09, 13.08): endpoint clearance 0.08 m is below required 1.70 m.",0.08,1.7,,,,,
23july.bag,2026-07-23T21:03:48.358+05:30,40.718,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.19,13.13,rejected,"Rejected frontier (10.19, 13.13): endpoint clearance 0.18 m is below required 1.70 m.",0.18,1.7,,,,,
23july.bag,2026-07-23T21:03:48.358+05:30,40.719,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.14,13.18,rejected,"Rejected frontier (10.14, 13.18): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
23july.bag,2026-07-23T21:03:48.359+05:30,40.72,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.59,18.08,rejected,"Rejected frontier (4.59, 18.08): endpoint clearance 1.34 m is below required 1.70 m.",1.34,1.7,,,,,
23july.bag,2026-07-23T21:03:48.360+05:30,40.72,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.64,13.28,rejected,"Rejected frontier (4.64, 13.28): endpoint clearance 0.03 m is below required 1.70 m.",0.03,1.7,,,,,
23july.bag,2026-07-23T21:03:48.360+05:30,40.721,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.59,14.23,rejected,"Rejected frontier (4.59, 14.23): endpoint clearance 0.25 m is below required 1.70 m.",0.25,1.7,,,,,
23july.bag,2026-07-23T21:03:48.361+05:30,40.722,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.49,15.18,rejected,"Rejected frontier (4.49, 15.18): endpoint clearance 1.16 m is below required 1.70 m.",1.16,1.7,,,,,
23july.bag,2026-07-23T21:03:48.361+05:30,40.722,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.64,15.63,rejected,"Rejected frontier (4.64, 15.63): endpoint clearance 1.58 m is below required 1.70 m.",1.58,1.7,,,,,
23july.bag,2026-07-23T21:03:48.362+05:30,40.723,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.64,17.63,rejected,"Rejected frontier (4.64, 17.63): endpoint clearance 1.51 m is below required 1.70 m.",1.51,1.7,,,,,
23july.bag,2026-07-23T21:03:48.363+05:30,40.724,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,4.14,18.13,rejected,"Rejected frontier (4.14, 18.13): endpoint clearance 0.88 m is below required 1.70 m.",0.88,1.7,,,,,
23july.bag,2026-07-23T21:03:48.364+05:30,40.724,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.34,13.73,rejected,"Rejected frontier (10.34, 13.73): endpoint clearance 0.33 m is below required 1.70 m.",0.33,1.7,,,,,
23july.bag,2026-07-23T21:03:48.364+05:30,40.725,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.24,14.18,rejected,"Rejected frontier (11.24, 14.18): endpoint clearance 0.71 m is below required 1.70 m.",0.71,1.7,,,,,
23july.bag,2026-07-23T21:03:48.365+05:30,40.725,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,9.99,13.38,rejected,"Rejected frontier (9.99, 13.38): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.365+05:30,40.726,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.54,13.63,rejected,"Rejected frontier (10.54, 13.63): endpoint clearance 0.53 m is below required 1.70 m.",0.53,1.7,,,,,
23july.bag,2026-07-23T21:03:48.366+05:30,40.727,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.59,13.73,rejected,"Rejected frontier (10.59, 13.73): endpoint clearance 0.58 m is below required 1.70 m.",0.58,1.7,,,,,
23july.bag,2026-07-23T21:03:48.367+05:30,40.727,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.74,13.83,rejected,"Rejected frontier (10.74, 13.83): endpoint clearance 0.73 m is below required 1.70 m.",0.73,1.7,,,,,
23july.bag,2026-07-23T21:03:48.367+05:30,40.728,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.79,13.93,rejected,"Rejected frontier (10.79, 13.93): endpoint clearance 0.78 m is below required 1.70 m.",0.78,1.7,,,,,
23july.bag,2026-07-23T21:03:48.368+05:30,40.728,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.09,14.03,rejected,"Rejected frontier (11.09, 14.03): endpoint clearance 0.83 m is below required 1.70 m.",0.83,1.7,,,,,
23july.bag,2026-07-23T21:03:48.368+05:30,40.729,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.39,14.28,rejected,"Rejected frontier (11.39, 14.28): endpoint clearance 0.69 m is below required 1.70 m.",0.69,1.7,,,,,
23july.bag,2026-07-23T21:03:48.369+05:30,40.729,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.59,14.58,rejected,"Rejected frontier (11.59, 14.58): endpoint clearance 0.53 m is below required 1.70 m.",0.53,1.7,,,,,
23july.bag,2026-07-23T21:03:48.369+05:30,40.73,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.79,14.68,rejected,"Rejected frontier (11.79, 14.68): endpoint clearance 0.43 m is below required 1.70 m.",0.43,1.7,,,,,
23july.bag,2026-07-23T21:03:48.370+05:30,40.73,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.89,14.78,rejected,"Rejected frontier (11.89, 14.78): endpoint clearance 0.35 m is below required 1.70 m.",0.35,1.7,,,,,
23july.bag,2026-07-23T21:03:48.370+05:30,40.731,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.39,14.33,rejected,"Rejected frontier (10.39, 14.33): endpoint clearance 0.38 m is below required 1.70 m.",0.38,1.7,,,,,
23july.bag,2026-07-23T21:03:48.371+05:30,40.731,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.44,14.08,rejected,"Rejected frontier (10.44, 14.08): endpoint clearance 0.43 m is below required 1.70 m.",0.43,1.7,,,,,
23july.bag,2026-07-23T21:03:48.371+05:30,40.732,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.29,13.83,rejected,"Rejected frontier (10.29, 13.83): endpoint clearance 0.28 m is below required 1.70 m.",0.28,1.7,,,,,
23july.bag,2026-07-23T21:03:48.372+05:30,40.733,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.34,13.88,rejected,"Rejected frontier (10.34, 13.88): endpoint clearance 0.33 m is below required 1.70 m.",0.33,1.7,,,,,
23july.bag,2026-07-23T21:03:48.373+05:30,40.733,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.39,13.93,rejected,"Rejected frontier (10.39, 13.93): endpoint clearance 0.38 m is below required 1.70 m.",0.38,1.7,,,,,
23july.bag,2026-07-23T21:03:48.373+05:30,40.734,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.34,13.98,rejected,"Rejected frontier (10.34, 13.98): endpoint clearance 0.33 m is below required 1.70 m.",0.33,1.7,,,,,
23july.bag,2026-07-23T21:03:48.373+05:30,40.734,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.39,14.03,rejected,"Rejected frontier (10.39, 14.03): endpoint clearance 0.38 m is below required 1.70 m.",0.38,1.7,,,,,
23july.bag,2026-07-23T21:03:48.374+05:30,40.735,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.34,14.18,rejected,"Rejected frontier (10.34, 14.18): endpoint clearance 0.33 m is below required 1.70 m.",0.33,1.7,,,,,
23july.bag,2026-07-23T21:03:48.375+05:30,40.735,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.34,14.28,rejected,"Rejected frontier (10.34, 14.28): endpoint clearance 0.33 m is below required 1.70 m.",0.33,1.7,,,,,
23july.bag,2026-07-23T21:03:48.375+05:30,40.736,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.54,15.23,rejected,"Rejected frontier (10.54, 15.23): endpoint clearance 0.04 m is below required 1.70 m.",0.04,1.7,,,,,
23july.bag,2026-07-23T21:03:48.375+05:30,40.736,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,11.39,15.28,rejected,"Rejected frontier (11.39, 15.28): endpoint clearance 0.24 m is below required 1.70 m.",0.24,1.7,,,,,
23july.bag,2026-07-23T21:03:48.376+05:30,40.737,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.64,14.08,rejected,"Rejected frontier (10.64, 14.08): endpoint clearance 0.63 m is below required 1.70 m.",0.63,1.7,,,,,
23july.bag,2026-07-23T21:03:48.377+05:30,40.737,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.74,14.43,rejected,"Rejected frontier (10.74, 14.43): endpoint clearance 0.46 m is below required 1.70 m.",0.46,1.7,,,,,
23july.bag,2026-07-23T21:03:48.377+05:30,40.738,target_explorer_node,/rosout,endpoint_clearance_rejection,frontier,10.94,14.73,rejected,"Rejected frontier (10.94, 14.73): endpoint clearance 0.13 m is below required 1.70 m.",0.13,1.7,,,,,
