bag,absolute_time,relative_sec,source_node,source_topic,event_category,severity,goal_x,goal_y,action_status,path_pose_count,path_length_m,message,active_goal_number
23july.bag,2026-07-23T21:04:04.982+05:30,57.342,target_explorer_node,/rosout,nav2_state,WARN,4.81,16.03,,,,"Rejected frontier (4.81, 16.03): endpoint clearance 1.70 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.982+05:30,57.343,target_explorer_node,/rosout,nav2_state,WARN,4.81,16.08,,,,"Rejected frontier (4.81, 16.08): endpoint clearance 1.66 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.983+05:30,57.344,target_explorer_node,/rosout,nav2_state,WARN,2.76,18.28,,,,"Rejected frontier (2.76, 18.28): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.984+05:30,57.344,target_explorer_node,/rosout,nav2_state,WARN,3.11,18.23,,,,"Rejected frontier (3.11, 18.23): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.984+05:30,57.345,target_explorer_node,/rosout,nav2_state,WARN,3.31,18.18,,,,"Rejected frontier (3.31, 18.18): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.985+05:30,57.346,target_explorer_node,/rosout,nav2_state,WARN,2.86,18.23,,,,"Rejected frontier (2.86, 18.23): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.986+05:30,57.347,target_explorer_node,/rosout,nav2_state,WARN,3.16,18.23,,,,"Rejected frontier (3.16, 18.23): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.987+05:30,57.348,target_explorer_node,/rosout,nav2_state,WARN,2.91,18.28,,,,"Rejected frontier (2.91, 18.28): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.988+05:30,57.349,target_explorer_node,/rosout,nav2_state,WARN,2.96,18.33,,,,"Rejected frontier (2.96, 18.33): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.989+05:30,57.349,target_explorer_node,/rosout,nav2_state,WARN,3.06,18.33,,,,"Rejected frontier (3.06, 18.33): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.989+05:30,57.35,target_explorer_node,/rosout,nav2_state,WARN,9.31,18.43,,,,"Rejected frontier (9.31, 18.43): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.990+05:30,57.35,target_explorer_node,/rosout,nav2_state,WARN,9.26,18.48,,,,"Rejected frontier (9.26, 18.48): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.990+05:30,57.351,target_explorer_node,/rosout,nav2_state,WARN,9.31,18.58,,,,"Rejected frontier (9.31, 18.58): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.991+05:30,57.352,target_explorer_node,/rosout,nav2_state,WARN,9.26,18.68,,,,"Rejected frontier (9.26, 18.68): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.992+05:30,57.353,target_explorer_node,/rosout,nav2_state,WARN,9.31,18.78,,,,"Rejected frontier (9.31, 18.78): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.992+05:30,57.353,target_explorer_node,/rosout,nav2_state,WARN,9.36,18.83,,,,"Rejected frontier (9.36, 18.83): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.993+05:30,57.354,target_explorer_node,/rosout,nav2_state,WARN,9.36,18.88,,,,"Rejected frontier (9.36, 18.88): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.994+05:30,57.354,target_explorer_node,/rosout,nav2_state,WARN,9.41,18.98,,,,"Rejected frontier (9.41, 18.98): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.995+05:30,57.355,target_explorer_node,/rosout,nav2_state,WARN,2.31,19.03,,,,"Rejected frontier (2.31, 19.03): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.995+05:30,57.356,target_explorer_node,/rosout,nav2_state,WARN,1.06,19.28,,,,"Rejected frontier (1.06, 19.28): endpoint clearance 1.23 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.996+05:30,57.357,target_explorer_node,/rosout,nav2_state,WARN,-5.94,20.73,,,,"Rejected frontier (-5.94, 20.73): endpoint clearance 1.34 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.997+05:30,57.358,target_explorer_node,/rosout,nav2_state,WARN,-6.69,20.88,,,,"Rejected frontier (-6.69, 20.88): endpoint clearance 0.65 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.997+05:30,57.358,target_explorer_node,/rosout,nav2_state,WARN,8.11,20.33,,,,"Rejected frontier (8.11, 20.33): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.998+05:30,57.358,target_explorer_node,/rosout,nav2_state,WARN,8.81,20.78,,,,"Rejected frontier (8.81, 20.78): endpoint clearance 0.58 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.998+05:30,57.359,target_explorer_node,/rosout,nav2_state,WARN,8.51,19.63,,,,"Rejected frontier (8.51, 19.63): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.999+05:30,57.359,target_explorer_node,/rosout,nav2_state,WARN,8.56,19.93,,,,"Rejected frontier (8.56, 19.93): endpoint clearance 0.28 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:04.999+05:30,57.36,target_explorer_node,/rosout,nav2_state,WARN,8.31,20.08,,,,"Rejected frontier (8.31, 20.08): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.000+05:30,57.36,target_explorer_node,/rosout,nav2_state,WARN,8.66,20.18,,,,"Rejected frontier (8.66, 20.18): endpoint clearance 0.43 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.000+05:30,57.361,target_explorer_node,/rosout,nav2_state,WARN,8.71,20.33,,,,"Rejected frontier (8.71, 20.33): endpoint clearance 0.48 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.001+05:30,57.361,target_explorer_node,/rosout,nav2_state,WARN,8.71,20.58,,,,"Rejected frontier (8.71, 20.58): endpoint clearance 0.55 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.001+05:30,57.362,target_explorer_node,/rosout,nav2_state,WARN,8.91,20.78,,,,"Rejected frontier (8.91, 20.78): endpoint clearance 0.68 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.002+05:30,57.362,target_explorer_node,/rosout,nav2_state,WARN,8.91,21.03,,,,"Rejected frontier (8.91, 21.03): endpoint clearance 0.69 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.002+05:30,57.363,target_explorer_node,/rosout,nav2_state,WARN,9.01,21.18,,,,"Rejected frontier (9.01, 21.18): endpoint clearance 0.82 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.002+05:30,57.363,target_explorer_node,/rosout,nav2_state,WARN,9.16,21.48,,,,"Rejected frontier (9.16, 21.48): endpoint clearance 1.09 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.003+05:30,57.364,target_explorer_node,/rosout,nav2_state,WARN,7.81,20.88,,,,"Rejected frontier (7.81, 20.88): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.003+05:30,57.364,target_explorer_node,/rosout,nav2_state,WARN,8.06,20.83,,,,"Rejected frontier (8.06, 20.83): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.004+05:30,57.365,target_explorer_node,/rosout,nav2_state,WARN,7.86,20.63,,,,"Rejected frontier (7.86, 20.63): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.004+05:30,57.365,target_explorer_node,/rosout,nav2_state,WARN,7.96,20.63,,,,"Rejected frontier (7.96, 20.63): endpoint clearance 0.22 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.005+05:30,57.365,target_explorer_node,/rosout,nav2_state,WARN,7.81,20.68,,,,"Rejected frontier (7.81, 20.68): endpoint clearance 0.11 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.005+05:30,57.366,target_explorer_node,/rosout,nav2_state,WARN,7.91,20.68,,,,"Rejected frontier (7.91, 20.68): endpoint clearance 0.19 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.006+05:30,57.367,target_explorer_node,/rosout,nav2_state,WARN,8.01,20.68,,,,"Rejected frontier (8.01, 20.68): endpoint clearance 0.25 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.007+05:30,57.368,target_explorer_node,/rosout,nav2_state,WARN,7.81,20.78,,,,"Rejected frontier (7.81, 20.78): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.008+05:30,57.369,target_explorer_node,/rosout,nav2_state,WARN,7.91,20.78,,,,"Rejected frontier (7.91, 20.78): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.009+05:30,57.369,target_explorer_node,/rosout,nav2_state,WARN,-6.89,21.88,,,,"Rejected frontier (-6.89, 21.88): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.009+05:30,57.37,target_explorer_node,/rosout,nav2_state,WARN,-6.84,21.88,,,,"Rejected frontier (-6.84, 21.88): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.010+05:30,57.37,target_explorer_node,/rosout,nav2_state,WARN,-6.69,21.93,,,,"Rejected frontier (-6.69, 21.93): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.010+05:30,57.371,target_explorer_node,/rosout,nav2_state,WARN,-6.54,21.93,,,,"Rejected frontier (-6.54, 21.93): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.011+05:30,57.371,target_explorer_node,/rosout,nav2_state,WARN,-6.74,21.98,,,,"Rejected frontier (-6.74, 21.98): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.011+05:30,57.372,target_explorer_node,/rosout,nav2_state,WARN,-6.64,21.98,,,,"Rejected frontier (-6.64, 21.98): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.012+05:30,57.373,target_explorer_node,/rosout,nav2_state,WARN,-6.49,21.98,,,,"Rejected frontier (-6.49, 21.98): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.013+05:30,57.374,target_explorer_node,/rosout,nav2_state,WARN,-6.44,21.98,,,,"Rejected frontier (-6.44, 21.98): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.014+05:30,57.375,target_explorer_node,/rosout,nav2_state,WARN,-4.84,22.88,,,,"Rejected frontier (-4.84, 22.88): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.015+05:30,57.375,target_explorer_node,/rosout,nav2_state,WARN,-5.34,22.93,,,,"Rejected frontier (-5.34, 22.93): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.015+05:30,57.376,target_explorer_node,/rosout,nav2_state,WARN,-5.59,22.68,,,,"Rejected frontier (-5.59, 22.68): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.016+05:30,57.376,target_explorer_node,/rosout,nav2_state,WARN,-5.69,22.73,,,,"Rejected frontier (-5.69, 22.73): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.016+05:30,57.377,target_explorer_node,/rosout,nav2_state,WARN,-5.59,22.78,,,,"Rejected frontier (-5.59, 22.78): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.017+05:30,57.378,target_explorer_node,/rosout,nav2_state,WARN,-5.44,22.83,,,,"Rejected frontier (-5.44, 22.83): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.017+05:30,57.378,target_explorer_node,/rosout,nav2_state,WARN,-4.99,22.88,,,,"Rejected frontier (-4.99, 22.88): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.018+05:30,57.379,target_explorer_node,/rosout,nav2_state,WARN,-4.89,22.88,,,,"Rejected frontier (-4.89, 22.88): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.019+05:30,57.379,target_explorer_node,/rosout,nav2_state,WARN,-5.39,22.93,,,,"Rejected frontier (-5.39, 22.93): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.019+05:30,57.38,target_explorer_node,/rosout,nav2_state,WARN,1.61,23.38,,,,"Rejected frontier (1.61, 23.38): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.020+05:30,57.38,target_explorer_node,/rosout,nav2_state,WARN,1.76,23.08,,,,"Rejected frontier (1.76, 23.08): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.020+05:30,57.381,target_explorer_node,/rosout,nav2_state,WARN,2.06,22.73,,,,"Rejected frontier (2.06, 22.73): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.021+05:30,57.381,target_explorer_node,/rosout,nav2_state,WARN,2.01,22.78,,,,"Rejected frontier (2.01, 22.78): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.021+05:30,57.382,target_explorer_node,/rosout,nav2_state,WARN,1.86,22.88,,,,"Rejected frontier (1.86, 22.88): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.022+05:30,57.382,target_explorer_node,/rosout,nav2_state,WARN,1.76,22.93,,,,"Rejected frontier (1.76, 22.93): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.022+05:30,57.383,target_explorer_node,/rosout,nav2_state,WARN,1.76,22.98,,,,"Rejected frontier (1.76, 22.98): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.023+05:30,57.383,target_explorer_node,/rosout,nav2_state,WARN,1.71,23.18,,,,"Rejected frontier (1.71, 23.18): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.023+05:30,57.384,target_explorer_node,/rosout,nav2_state,WARN,1.66,23.28,,,,"Rejected frontier (1.66, 23.28): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.024+05:30,57.385,target_explorer_node,/rosout,nav2_state,WARN,1.76,23.38,,,,"Rejected frontier (1.76, 23.38): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.024+05:30,57.385,target_explorer_node,/rosout,nav2_state,WARN,-2.69,22.98,,,,"Rejected frontier (-2.69, 22.98): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.025+05:30,57.386,target_explorer_node,/rosout,nav2_state,WARN,-3.34,22.98,,,,"Rejected frontier (-3.34, 22.98): endpoint clearance 0.35 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.026+05:30,57.386,target_explorer_node,/rosout,nav2_state,WARN,-2.79,22.78,,,,"Rejected frontier (-2.79, 22.78): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.026+05:30,57.387,target_explorer_node,/rosout,nav2_state,WARN,-3.04,22.83,,,,"Rejected frontier (-3.04, 22.83): endpoint clearance 0.19 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.027+05:30,57.387,target_explorer_node,/rosout,nav2_state,WARN,-3.14,22.88,,,,"Rejected frontier (-3.14, 22.88): endpoint clearance 0.22 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.027+05:30,57.388,target_explorer_node,/rosout,nav2_state,WARN,-2.84,22.88,,,,"Rejected frontier (-2.84, 22.88): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.028+05:30,57.389,target_explorer_node,/rosout,nav2_state,WARN,-2.74,22.93,,,,"Rejected frontier (-2.74, 22.93): endpoint clearance 0.19 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.029+05:30,57.39,target_explorer_node,/rosout,nav2_state,WARN,-2.84,23.03,,,,"Rejected frontier (-2.84, 23.03): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.029+05:30,57.39,target_explorer_node,/rosout,nav2_state,WARN,-3.64,23.13,,,,"Rejected frontier (-3.64, 23.13): endpoint clearance 0.58 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.030+05:30,57.391,target_explorer_node,/rosout,nav2_state,WARN,-3.69,23.18,,,,"Rejected frontier (-3.69, 23.18): endpoint clearance 0.51 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.031+05:30,57.391,target_explorer_node,/rosout,nav2_state,WARN,2.16,23.28,,,,"Rejected frontier (2.16, 23.28): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.031+05:30,57.392,target_explorer_node,/rosout,nav2_state,WARN,2.26,23.03,,,,"Rejected frontier (2.26, 23.03): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.032+05:30,57.393,target_explorer_node,/rosout,nav2_state,WARN,2.36,22.83,,,,"Rejected frontier (2.36, 22.83): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.033+05:30,57.393,target_explorer_node,/rosout,nav2_state,WARN,2.46,22.88,,,,"Rejected frontier (2.46, 22.88): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.033+05:30,57.394,target_explorer_node,/rosout,nav2_state,WARN,2.36,22.93,,,,"Rejected frontier (2.36, 22.93): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.034+05:30,57.394,target_explorer_node,/rosout,nav2_state,WARN,2.36,22.98,,,,"Rejected frontier (2.36, 22.98): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.034+05:30,57.395,target_explorer_node,/rosout,nav2_state,WARN,2.26,23.08,,,,"Rejected frontier (2.26, 23.08): endpoint clearance 0.22 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.035+05:30,57.396,target_explorer_node,/rosout,nav2_state,WARN,-2.49,23.53,,,,"Rejected frontier (-2.49, 23.53): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.035+05:30,57.396,target_explorer_node,/rosout,nav2_state,WARN,-2.49,23.43,,,,"Rejected frontier (-2.49, 23.43): endpoint clearance 0.30 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.036+05:30,57.396,target_explorer_node,/rosout,nav2_state,WARN,-2.29,23.03,,,,"Rejected frontier (-2.29, 23.03): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.036+05:30,57.397,target_explorer_node,/rosout,nav2_state,WARN,-2.44,23.13,,,,"Rejected frontier (-2.44, 23.13): endpoint clearance 0.26 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.037+05:30,57.397,target_explorer_node,/rosout,nav2_state,WARN,-2.14,23.13,,,,"Rejected frontier (-2.14, 23.13): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.037+05:30,57.398,target_explorer_node,/rosout,nav2_state,WARN,-2.09,23.18,,,,"Rejected frontier (-2.09, 23.18): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.038+05:30,57.398,target_explorer_node,/rosout,nav2_state,WARN,-2.29,23.23,,,,"Rejected frontier (-2.29, 23.23): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.038+05:30,57.399,target_explorer_node,/rosout,nav2_state,WARN,-2.24,23.28,,,,"Rejected frontier (-2.24, 23.28): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.039+05:30,57.399,target_explorer_node,/rosout,nav2_state,WARN,-2.29,23.33,,,,"Rejected frontier (-2.29, 23.33): endpoint clearance 0.25 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.039+05:30,57.4,target_explorer_node,/rosout,nav2_state,WARN,-2.44,23.48,,,,"Rejected frontier (-2.44, 23.48): endpoint clearance 0.37 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.039+05:30,57.4,target_explorer_node,/rosout,nav2_state,WARN,-2.64,23.58,,,,"Rejected frontier (-2.64, 23.58): endpoint clearance 0.22 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.040+05:30,57.401,target_explorer_node,/rosout,nav2_state,WARN,-2.89,23.68,,,,"Rejected frontier (-2.89, 23.68): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.040+05:30,57.401,target_explorer_node,/rosout,nav2_state,WARN,1.46,24.28,,,,"Rejected frontier (1.46, 24.28): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.041+05:30,57.401,target_explorer_node,/rosout,nav2_state,WARN,1.56,23.88,,,,"Rejected frontier (1.56, 23.88): endpoint clearance 0.30 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.041+05:30,57.402,target_explorer_node,/rosout,nav2_state,WARN,1.71,23.43,,,,"Rejected frontier (1.71, 23.43): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.042+05:30,57.403,target_explorer_node,/rosout,nav2_state,WARN,1.71,23.48,,,,"Rejected frontier (1.71, 23.48): endpoint clearance 0.11 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.042+05:30,57.403,target_explorer_node,/rosout,nav2_state,WARN,1.61,23.58,,,,"Rejected frontier (1.61, 23.58): endpoint clearance 0.25 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.043+05:30,57.404,target_explorer_node,/rosout,nav2_state,WARN,1.61,23.68,,,,"Rejected frontier (1.61, 23.68): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.043+05:30,57.404,target_explorer_node,/rosout,nav2_state,WARN,1.56,23.78,,,,"Rejected frontier (1.56, 23.78): endpoint clearance 0.36 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.044+05:30,57.405,target_explorer_node,/rosout,nav2_state,WARN,1.51,23.83,,,,"Rejected frontier (1.51, 23.83): endpoint clearance 0.37 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.044+05:30,57.405,target_explorer_node,/rosout,nav2_state,WARN,3.06,23.63,,,,"Rejected frontier (3.06, 23.63): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.045+05:30,57.406,target_explorer_node,/rosout,nav2_state,WARN,3.01,23.68,,,,"Rejected frontier (3.01, 23.68): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.045+05:30,57.406,target_explorer_node,/rosout,nav2_state,WARN,3.11,23.68,,,,"Rejected frontier (3.11, 23.68): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.046+05:30,57.407,target_explorer_node,/rosout,nav2_state,WARN,3.01,23.78,,,,"Rejected frontier (3.01, 23.78): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.046+05:30,57.407,target_explorer_node,/rosout,nav2_state,WARN,3.06,23.78,,,,"Rejected frontier (3.06, 23.78): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.047+05:30,57.407,target_explorer_node,/rosout,nav2_state,WARN,2.91,23.83,,,,"Rejected frontier (2.91, 23.83): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.047+05:30,57.408,target_explorer_node,/rosout,nav2_state,WARN,1.31,24.43,,,,"Rejected frontier (1.31, 24.43): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.048+05:30,57.408,target_explorer_node,/rosout,nav2_state,WARN,1.26,24.48,,,,"Rejected frontier (1.26, 24.48): endpoint clearance 0.11 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.048+05:30,57.409,target_explorer_node,/rosout,nav2_state,WARN,1.26,24.58,,,,"Rejected frontier (1.26, 24.58): endpoint clearance 0.19 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.049+05:30,57.409,target_explorer_node,/rosout,nav2_state,WARN,1.26,24.68,,,,"Rejected frontier (1.26, 24.68): endpoint clearance 0.23 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.049+05:30,57.41,target_explorer_node,/rosout,nav2_state,WARN,1.21,24.78,,,,"Rejected frontier (1.21, 24.78): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.050+05:30,57.411,target_explorer_node,/rosout,nav2_state,WARN,1.21,24.88,,,,"Rejected frontier (1.21, 24.88): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.051+05:30,57.411,target_explorer_node,/rosout,nav2_state,WARN,1.01,25.28,,,,"Rejected frontier (1.01, 25.28): endpoint clearance 0.23 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.051+05:30,57.412,target_explorer_node,/rosout,nav2_state,WARN,1.06,25.98,,,,"Rejected frontier (1.06, 25.98): endpoint clearance 0.75 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.052+05:30,57.412,target_explorer_node,/rosout,nav2_state,WARN,1.16,24.98,,,,"Rejected frontier (1.16, 24.98): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.052+05:30,57.413,target_explorer_node,/rosout,nav2_state,WARN,1.01,25.13,,,,"Rejected frontier (1.01, 25.13): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.053+05:30,57.414,target_explorer_node,/rosout,nav2_state,WARN,1.01,25.23,,,,"Rejected frontier (1.01, 25.23): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.054+05:30,57.414,target_explorer_node,/rosout,nav2_state,WARN,1.06,25.43,,,,"Rejected frontier (1.06, 25.43): endpoint clearance 0.38 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.054+05:30,57.415,target_explorer_node,/rosout,nav2_state,WARN,1.06,25.63,,,,"Rejected frontier (1.06, 25.63): endpoint clearance 0.58 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.055+05:30,57.416,target_explorer_node,/rosout,nav2_state,WARN,1.06,25.83,,,,"Rejected frontier (1.06, 25.83): endpoint clearance 0.78 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.056+05:30,57.416,target_explorer_node,/rosout,nav2_state,WARN,1.01,26.23,,,,"Rejected frontier (1.01, 26.23): endpoint clearance 0.51 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.056+05:30,57.417,target_explorer_node,/rosout,nav2_state,WARN,1.01,26.43,,,,"Rejected frontier (1.01, 26.43): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:04:05.057+05:30,57.417,target_explorer_node,/rosout,nav2_state,WARN,1.01,26.63,,,,"Rejected frontier (1.01, 26.63): endpoint clearance 0.19 m is below required 1.70 m.",
