bag,absolute_time,relative_sec,source_node,source_topic,event_category,severity,goal_x,goal_y,action_status,path_pose_count,path_length_m,message,active_goal_number
23july.bag,2026-07-23T21:03:44.290+05:30,36.651,target_explorer_node,/rosout,nav2_state,WARN,9.34,18.88,,,,"Rejected frontier (9.34, 18.88): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.291+05:30,36.652,target_explorer_node,/rosout,nav2_state,WARN,9.39,18.93,,,,"Rejected frontier (9.39, 18.93): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.292+05:30,36.652,target_explorer_node,/rosout,nav2_state,WARN,9.39,18.98,,,,"Rejected frontier (9.39, 18.98): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.292+05:30,36.653,target_explorer_node,/rosout,nav2_state,WARN,8.44,19.68,,,,"Rejected frontier (8.44, 19.68): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.292+05:30,36.653,target_explorer_node,/rosout,nav2_state,WARN,8.94,21.03,,,,"Rejected frontier (8.94, 21.03): endpoint clearance 0.71 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.293+05:30,36.654,target_explorer_node,/rosout,nav2_state,WARN,8.44,19.98,,,,"Rejected frontier (8.44, 19.98): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.293+05:30,36.654,target_explorer_node,/rosout,nav2_state,WARN,8.59,20.23,,,,"Rejected frontier (8.59, 20.23): endpoint clearance 0.40 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.294+05:30,36.654,target_explorer_node,/rosout,nav2_state,WARN,8.69,20.48,,,,"Rejected frontier (8.69, 20.48): endpoint clearance 0.51 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.294+05:30,36.655,target_explorer_node,/rosout,nav2_state,WARN,8.79,20.78,,,,"Rejected frontier (8.79, 20.78): endpoint clearance 0.53 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.295+05:30,36.655,target_explorer_node,/rosout,nav2_state,WARN,9.04,21.23,,,,"Rejected frontier (9.04, 21.23): endpoint clearance 0.88 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.295+05:30,36.656,target_explorer_node,/rosout,nav2_state,WARN,9.14,21.48,,,,"Rejected frontier (9.14, 21.48): endpoint clearance 1.11 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.296+05:30,36.656,target_explorer_node,/rosout,nav2_state,WARN,9.24,21.68,,,,"Rejected frontier (9.24, 21.68): endpoint clearance 1.31 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.296+05:30,36.657,target_explorer_node,/rosout,nav2_state,WARN,9.34,21.88,,,,"Rejected frontier (9.34, 21.88): endpoint clearance 1.52 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.297+05:30,36.657,target_explorer_node,/rosout,nav2_state,WARN,7.99,20.18,,,,"Rejected frontier (7.99, 20.18): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.297+05:30,36.658,target_explorer_node,/rosout,nav2_state,WARN,7.94,20.58,,,,"Rejected frontier (7.94, 20.58): endpoint clearance 0.22 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.298+05:30,36.658,target_explorer_node,/rosout,nav2_state,WARN,8.04,20.33,,,,"Rejected frontier (8.04, 20.33): endpoint clearance 0.11 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.298+05:30,36.659,target_explorer_node,/rosout,nav2_state,WARN,7.84,20.43,,,,"Rejected frontier (7.84, 20.43): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.299+05:30,36.659,target_explorer_node,/rosout,nav2_state,WARN,7.89,20.48,,,,"Rejected frontier (7.89, 20.48): endpoint clearance 0.11 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.299+05:30,36.66,target_explorer_node,/rosout,nav2_state,WARN,8.09,20.53,,,,"Rejected frontier (8.09, 20.53): endpoint clearance 0.26 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.300+05:30,36.661,target_explorer_node,/rosout,nav2_state,WARN,7.84,20.63,,,,"Rejected frontier (7.84, 20.63): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.301+05:30,36.661,target_explorer_node,/rosout,nav2_state,WARN,8.09,20.63,,,,"Rejected frontier (8.09, 20.63): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.301+05:30,36.662,target_explorer_node,/rosout,nav2_state,WARN,8.04,20.68,,,,"Rejected frontier (8.04, 20.68): endpoint clearance 0.19 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.302+05:30,36.663,target_explorer_node,/rosout,nav2_state,WARN,7.74,20.78,,,,"Rejected frontier (7.74, 20.78): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.303+05:30,36.664,target_explorer_node,/rosout,nav2_state,WARN,4.64,22.13,,,,"Rejected frontier (4.64, 22.13): endpoint clearance 0.66 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.304+05:30,36.665,target_explorer_node,/rosout,nav2_state,WARN,4.74,22.33,,,,"Rejected frontier (4.74, 22.33): endpoint clearance 0.44 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.307+05:30,36.668,target_explorer_node,/rosout,nav2_state,WARN,4.59,22.18,,,,"Rejected frontier (4.59, 22.18): endpoint clearance 0.65 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.308+05:30,36.668,target_explorer_node,/rosout,nav2_state,WARN,4.69,22.18,,,,"Rejected frontier (4.69, 22.18): endpoint clearance 0.59 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.308+05:30,36.668,target_explorer_node,/rosout,nav2_state,WARN,4.64,22.28,,,,"Rejected frontier (4.64, 22.28): endpoint clearance 0.54 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.308+05:30,36.668,target_explorer_node,/rosout,nav2_state,WARN,4.64,22.38,,,,"Rejected frontier (4.64, 22.38): endpoint clearance 0.46 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.308+05:30,36.669,target_explorer_node,/rosout,nav2_state,WARN,4.79,22.38,,,,"Rejected frontier (4.79, 22.38): endpoint clearance 0.37 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.309+05:30,36.669,target_explorer_node,/rosout,nav2_state,WARN,4.54,22.28,,,,"Rejected frontier (4.54, 22.28): endpoint clearance 0.60 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.309+05:30,36.67,target_explorer_node,/rosout,nav2_state,WARN,4.64,22.63,,,,"Rejected frontier (4.64, 22.63): endpoint clearance 0.29 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.310+05:30,36.671,target_explorer_node,/rosout,nav2_state,WARN,4.64,22.48,,,,"Rejected frontier (4.64, 22.48): endpoint clearance 0.40 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.311+05:30,36.672,target_explorer_node,/rosout,nav2_state,WARN,4.69,22.58,,,,"Rejected frontier (4.69, 22.58): endpoint clearance 0.30 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.312+05:30,36.672,target_explorer_node,/rosout,nav2_state,WARN,4.69,22.68,,,,"Rejected frontier (4.69, 22.68): endpoint clearance 0.22 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.312+05:30,36.673,target_explorer_node,/rosout,nav2_state,WARN,4.69,22.78,,,,"Rejected frontier (4.69, 22.78): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:44.318+05:30,36.679,planner_server,/rosout,planning_failure,WARN,,,,,,GridBased: failed to create plan with tolerance 0.50.,
23july.bag,2026-07-23T21:03:44.318+05:30,36.679,planner_server,/rosout,planning_failure,WARN,1.0,24.0,,,,"Planning algorithm  failed to generate a valid path to (1.00, 24.00)",
23july.bag,2026-07-23T21:03:44.318+05:30,36.679,planner_server,/rosout,aborted,WARN,,,,,,[compute_path_to_pose] [ActionServer] Aborting handle.,
23july.bag,2026-07-23T21:03:44.321+05:30,36.682,/plan,/plan,path_update,RECORDED,4.38968992695284,18.876012797699396,,145,3.7152,Recorded path update on /plan,
23july.bag,2026-07-23T21:03:44.329+05:30,36.69,planner_server,/rosout,planning_failure,WARN,,,,,,GridBased: failed to create plan with tolerance 0.50.,
23july.bag,2026-07-23T21:03:44.329+05:30,36.69,planner_server,/rosout,planning_failure,WARN,9.44,22.13,,,,"Planning algorithm  failed to generate a valid path to (9.44, 22.13)",
23july.bag,2026-07-23T21:03:44.329+05:30,36.69,planner_server,/rosout,aborted,WARN,,,,,,[compute_path_to_pose] [ActionServer] Aborting handle.,
23july.bag,2026-07-23T21:03:44.333+05:30,36.693,/plan,/plan,path_update,RECORDED,-1.8603101736299976,7.626012622610752,,516,13.4358,Recorded path update on /plan,
23july.bag,2026-07-23T21:03:44.353+05:30,36.713,/plan,/plan,path_update,RECORDED,4.289689918012144,5.776012595043603,,431,10.823,Recorded path update on /plan,
23july.bag,2026-07-23T21:03:44.367+05:30,36.727,target_explorer_node,/rosout,planning,INFO,4.39,18.93,,,,"Sending NavigateToPose goal (4.39, 18.93): progress=3.72 m alignment=0.996 path=3.72 m score=4.345.",4
23july.bag,2026-07-23T21:03:44.370+05:30,36.73,target_explorer_node,/rosout,nav2_state,INFO,4.39,18.93,,,,"Nav2 accepted goal (4.39, 18.93).",4
23july.bag,2026-07-23T21:03:44.373+05:30,36.734,/plan,/plan,path_update,RECORDED,4.38968992695284,18.876012797699396,,143,3.6786,Recorded path update on /plan,4
23july.bag,2026-07-23T21:03:44.388+05:30,36.749,controller_server,/rosout,goal_started,INFO,,,,,,"Received a goal, begin computing control effort.",4
23july.bag,2026-07-23T21:03:45.403+05:30,37.764,/plan,/plan,path_update,RECORDED,4.38968992695284,18.876012797699396,,140,3.585,Recorded path update on /plan,4
23july.bag,2026-07-23T21:03:45.438+05:30,37.799,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,4
23july.bag,2026-07-23T21:03:46.433+05:30,38.794,/plan,/plan,path_update,RECORDED,4.38968992695284,18.876012797699396,,126,3.2513,Recorded path update on /plan,4
23july.bag,2026-07-23T21:03:46.488+05:30,38.849,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,4
23july.bag,2026-07-23T21:03:46.842+05:30,39.203,global_costmap.global_costmap,/rosout,costmap_resize,INFO,,,,,,StaticLayer: Resizing costmap to 649 X 698 at 0.050000 m/pix,4
23july.bag,2026-07-23T21:03:47.463+05:30,39.823,/plan,/plan,path_update,RECORDED,4.38968991950226,18.926012790993873,,107,2.7183,Recorded path update on /plan,4
23july.bag,2026-07-23T21:03:47.488+05:30,39.849,controller_server,/rosout,planning,INFO,,,,,,Passing new path to controller.,4
23july.bag,2026-07-23T21:03:48.199+05:30,40.559,target_explorer_node,/rosout,cancellation,WARN,4.39,18.93,,,,"Canceling active goal (4.39, 18.93): latest map places an obstacle 1.26 m from the endpoint; required clearance is 1.70 m.",4
23july.bag,2026-07-23T21:03:48.200+05:30,40.561,target_explorer_node,/rosout,cancellation,INFO,,,,,,Nav2 accepted the cancellation; waiting for the action result before selecting another goal.,4
23july.bag,2026-07-23T21:03:48.228+05:30,40.589,bt_navigator_navigate_to_pose_rclcpp_node,/rosout,planning_failure,ERROR,,,,,,Failed to get result for follow_path in node halt!,4
23july.bag,2026-07-23T21:03:48.228+05:30,40.589,bt_navigator,/rosout,cancellation,INFO,,,,,,[navigate_to_pose] [ActionServer] Client requested to cancel the goal. Cancelling.,4
23july.bag,2026-07-23T21:03:48.228+05:30,40.589,bt_navigator,/rosout,cancellation,INFO,,,,,,Goal canceled,4
23july.bag,2026-07-23T21:03:48.229+05:30,40.59,target_explorer_node,/rosout,cancellation,INFO,4.39,18.93,,,,"NavigateToPose cancellation completed for (4.39, 18.93).",
23july.bag,2026-07-23T21:03:48.238+05:30,40.599,controller_server,/rosout,cancellation,INFO,,,,,,Goal was canceled. Stopping the robot.,
23july.bag,2026-07-23T21:03:48.238+05:30,40.599,controller_server,/rosout,cancellation,INFO,,,,,,[follow_path] [ActionServer] Client requested to cancel the goal. Cancelling.,
23july.bag,2026-07-23T21:03:48.299+05:30,40.66,target_explorer_node,/rosout,nav2_state,WARN,1.0,24.0,,,,"Rejected final target (1.00, 24.00): endpoint clearance 0.96 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.322+05:30,40.683,target_explorer_node,/rosout,nav2_state,WARN,-1.31,9.68,,,,"Rejected frontier (-1.31, 9.68): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.323+05:30,40.683,target_explorer_node,/rosout,nav2_state,WARN,-2.16,5.53,,,,"Rejected frontier (-2.16, 5.53): endpoint clearance 1.38 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.323+05:30,40.684,target_explorer_node,/rosout,nav2_state,WARN,-2.11,3.33,,,,"Rejected frontier (-2.11, 3.33): endpoint clearance 0.95 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.324+05:30,40.685,target_explorer_node,/rosout,nav2_state,WARN,-2.31,3.83,,,,"Rejected frontier (-2.31, 3.83): endpoint clearance 0.43 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.324+05:30,40.685,target_explorer_node,/rosout,nav2_state,WARN,-1.91,4.48,,,,"Rejected frontier (-1.91, 4.48): endpoint clearance 0.73 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.325+05:30,40.686,target_explorer_node,/rosout,nav2_state,WARN,-1.56,8.18,,,,"Rejected frontier (-1.56, 8.18): endpoint clearance 1.45 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.325+05:30,40.686,target_explorer_node,/rosout,nav2_state,WARN,-1.16,8.83,,,,"Rejected frontier (-1.16, 8.83): endpoint clearance 0.75 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.326+05:30,40.687,target_explorer_node,/rosout,nav2_state,WARN,6.99,7.23,,,,"Rejected frontier (6.99, 7.23): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.327+05:30,40.687,target_explorer_node,/rosout,nav2_state,WARN,5.19,6.23,,,,"Rejected frontier (5.19, 6.23): endpoint clearance 1.31 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.327+05:30,40.688,target_explorer_node,/rosout,nav2_state,WARN,6.04,6.73,,,,"Rejected frontier (6.04, 6.73): endpoint clearance 0.38 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.328+05:30,40.688,target_explorer_node,/rosout,nav2_state,WARN,7.04,7.28,,,,"Rejected frontier (7.04, 7.28): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.329+05:30,40.689,target_explorer_node,/rosout,nav2_state,WARN,6.94,7.38,,,,"Rejected frontier (6.94, 7.38): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.329+05:30,40.69,target_explorer_node,/rosout,nav2_state,WARN,6.99,7.43,,,,"Rejected frontier (6.99, 7.43): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.330+05:30,40.691,target_explorer_node,/rosout,nav2_state,WARN,7.09,7.43,,,,"Rejected frontier (7.09, 7.43): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.331+05:30,40.691,target_explorer_node,/rosout,nav2_state,WARN,7.14,7.48,,,,"Rejected frontier (7.14, 7.48): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.331+05:30,40.692,target_explorer_node,/rosout,nav2_state,WARN,7.19,7.48,,,,"Rejected frontier (7.19, 7.48): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.332+05:30,40.692,target_explorer_node,/rosout,nav2_state,WARN,7.29,7.53,,,,"Rejected frontier (7.29, 7.53): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.333+05:30,40.693,target_explorer_node,/rosout,nav2_state,WARN,8.69,9.48,,,,"Rejected frontier (8.69, 9.48): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.333+05:30,40.694,target_explorer_node,/rosout,nav2_state,WARN,8.39,9.28,,,,"Rejected frontier (8.39, 9.28): endpoint clearance 0.36 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.334+05:30,40.694,target_explorer_node,/rosout,nav2_state,WARN,8.09,9.08,,,,"Rejected frontier (8.09, 9.08): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.334+05:30,40.695,target_explorer_node,/rosout,nav2_state,WARN,8.14,9.18,,,,"Rejected frontier (8.14, 9.18): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.335+05:30,40.696,target_explorer_node,/rosout,nav2_state,WARN,8.19,9.18,,,,"Rejected frontier (8.19, 9.18): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.336+05:30,40.696,target_explorer_node,/rosout,nav2_state,WARN,8.29,9.23,,,,"Rejected frontier (8.29, 9.23): endpoint clearance 0.25 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.336+05:30,40.697,target_explorer_node,/rosout,nav2_state,WARN,8.34,9.28,,,,"Rejected frontier (8.34, 9.28): endpoint clearance 0.32 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.337+05:30,40.698,target_explorer_node,/rosout,nav2_state,WARN,8.49,9.38,,,,"Rejected frontier (8.49, 9.38): endpoint clearance 0.26 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.338+05:30,40.698,target_explorer_node,/rosout,nav2_state,WARN,8.69,11.38,,,,"Rejected frontier (8.69, 11.38): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.339+05:30,40.699,target_explorer_node,/rosout,nav2_state,WARN,8.79,11.48,,,,"Rejected frontier (8.79, 11.48): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.339+05:30,40.7,target_explorer_node,/rosout,nav2_state,WARN,8.89,11.53,,,,"Rejected frontier (8.89, 11.53): endpoint clearance 0.29 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.340+05:30,40.701,target_explorer_node,/rosout,nav2_state,WARN,8.94,11.58,,,,"Rejected frontier (8.94, 11.58): endpoint clearance 0.30 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.341+05:30,40.701,target_explorer_node,/rosout,nav2_state,WARN,8.99,11.58,,,,"Rejected frontier (8.99, 11.58): endpoint clearance 0.26 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.341+05:30,40.702,target_explorer_node,/rosout,nav2_state,WARN,9.09,11.63,,,,"Rejected frontier (9.09, 11.63): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.342+05:30,40.703,target_explorer_node,/rosout,nav2_state,WARN,9.14,11.68,,,,"Rejected frontier (9.14, 11.68): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.343+05:30,40.703,target_explorer_node,/rosout,nav2_state,WARN,9.19,11.73,,,,"Rejected frontier (9.19, 11.73): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.343+05:30,40.704,target_explorer_node,/rosout,nav2_state,WARN,9.29,12.13,,,,"Rejected frontier (9.29, 12.13): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.344+05:30,40.704,target_explorer_node,/rosout,nav2_state,WARN,9.29,12.18,,,,"Rejected frontier (9.29, 12.18): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.344+05:30,40.705,target_explorer_node,/rosout,nav2_state,WARN,9.39,12.23,,,,"Rejected frontier (9.39, 12.23): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.345+05:30,40.706,target_explorer_node,/rosout,nav2_state,WARN,9.44,12.28,,,,"Rejected frontier (9.44, 12.28): endpoint clearance 0.22 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.345+05:30,40.706,target_explorer_node,/rosout,nav2_state,WARN,9.49,12.33,,,,"Rejected frontier (9.49, 12.33): endpoint clearance 0.29 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.346+05:30,40.707,target_explorer_node,/rosout,nav2_state,WARN,9.59,12.38,,,,"Rejected frontier (9.59, 12.38): endpoint clearance 0.19 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.347+05:30,40.707,target_explorer_node,/rosout,nav2_state,WARN,9.69,12.43,,,,"Rejected frontier (9.69, 12.43): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.347+05:30,40.708,target_explorer_node,/rosout,nav2_state,WARN,9.74,12.48,,,,"Rejected frontier (9.74, 12.48): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.348+05:30,40.708,target_explorer_node,/rosout,nav2_state,WARN,4.64,13.18,,,,"Rejected frontier (4.64, 13.18): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.348+05:30,40.709,target_explorer_node,/rosout,nav2_state,WARN,4.49,12.93,,,,"Rejected frontier (4.49, 12.93): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.349+05:30,40.71,target_explorer_node,/rosout,nav2_state,WARN,4.44,12.58,,,,"Rejected frontier (4.44, 12.58): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.350+05:30,40.71,target_explorer_node,/rosout,nav2_state,WARN,4.49,12.63,,,,"Rejected frontier (4.49, 12.63): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.350+05:30,40.711,target_explorer_node,/rosout,nav2_state,WARN,4.49,12.68,,,,"Rejected frontier (4.49, 12.68): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.351+05:30,40.712,target_explorer_node,/rosout,nav2_state,WARN,4.49,12.78,,,,"Rejected frontier (4.49, 12.78): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.353+05:30,40.713,target_explorer_node,/rosout,nav2_state,WARN,4.59,12.93,,,,"Rejected frontier (4.59, 12.93): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.356+05:30,40.716,target_explorer_node,/rosout,nav2_state,WARN,4.49,12.98,,,,"Rejected frontier (4.49, 12.98): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.356+05:30,40.716,target_explorer_node,/rosout,nav2_state,WARN,4.59,12.98,,,,"Rejected frontier (4.59, 12.98): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.356+05:30,40.716,target_explorer_node,/rosout,nav2_state,WARN,10.09,12.93,,,,"Rejected frontier (10.09, 12.93): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.356+05:30,40.717,target_explorer_node,/rosout,nav2_state,WARN,10.09,12.98,,,,"Rejected frontier (10.09, 12.98): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.356+05:30,40.717,target_explorer_node,/rosout,nav2_state,WARN,10.04,13.03,,,,"Rejected frontier (10.04, 13.03): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.356+05:30,40.717,target_explorer_node,/rosout,nav2_state,WARN,10.04,13.08,,,,"Rejected frontier (10.04, 13.08): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.357+05:30,40.717,target_explorer_node,/rosout,nav2_state,WARN,10.09,13.08,,,,"Rejected frontier (10.09, 13.08): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.358+05:30,40.718,target_explorer_node,/rosout,nav2_state,WARN,10.19,13.13,,,,"Rejected frontier (10.19, 13.13): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.358+05:30,40.719,target_explorer_node,/rosout,nav2_state,WARN,10.14,13.18,,,,"Rejected frontier (10.14, 13.18): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.359+05:30,40.72,target_explorer_node,/rosout,nav2_state,WARN,4.59,18.08,,,,"Rejected frontier (4.59, 18.08): endpoint clearance 1.34 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.360+05:30,40.72,target_explorer_node,/rosout,nav2_state,WARN,4.64,13.28,,,,"Rejected frontier (4.64, 13.28): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.360+05:30,40.721,target_explorer_node,/rosout,nav2_state,WARN,4.59,14.23,,,,"Rejected frontier (4.59, 14.23): endpoint clearance 0.25 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.361+05:30,40.722,target_explorer_node,/rosout,nav2_state,WARN,4.49,15.18,,,,"Rejected frontier (4.49, 15.18): endpoint clearance 1.16 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.361+05:30,40.722,target_explorer_node,/rosout,nav2_state,WARN,4.64,15.63,,,,"Rejected frontier (4.64, 15.63): endpoint clearance 1.58 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.362+05:30,40.723,target_explorer_node,/rosout,nav2_state,WARN,4.64,17.63,,,,"Rejected frontier (4.64, 17.63): endpoint clearance 1.51 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.363+05:30,40.724,target_explorer_node,/rosout,nav2_state,WARN,4.14,18.13,,,,"Rejected frontier (4.14, 18.13): endpoint clearance 0.88 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.364+05:30,40.724,target_explorer_node,/rosout,nav2_state,WARN,10.34,13.73,,,,"Rejected frontier (10.34, 13.73): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.364+05:30,40.725,target_explorer_node,/rosout,nav2_state,WARN,11.24,14.18,,,,"Rejected frontier (11.24, 14.18): endpoint clearance 0.71 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.365+05:30,40.725,target_explorer_node,/rosout,nav2_state,WARN,9.99,13.38,,,,"Rejected frontier (9.99, 13.38): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.365+05:30,40.726,target_explorer_node,/rosout,nav2_state,WARN,10.54,13.63,,,,"Rejected frontier (10.54, 13.63): endpoint clearance 0.53 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.366+05:30,40.727,target_explorer_node,/rosout,nav2_state,WARN,10.59,13.73,,,,"Rejected frontier (10.59, 13.73): endpoint clearance 0.58 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.367+05:30,40.727,target_explorer_node,/rosout,nav2_state,WARN,10.74,13.83,,,,"Rejected frontier (10.74, 13.83): endpoint clearance 0.73 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.367+05:30,40.728,target_explorer_node,/rosout,nav2_state,WARN,10.79,13.93,,,,"Rejected frontier (10.79, 13.93): endpoint clearance 0.78 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:48.368+05:30,40.728,target_explorer_node,/rosout,nav2_state,WARN,11.09,14.03,,,,"Rejected frontier (11.09, 14.03): endpoint clearance 0.83 m is below required 1.70 m.",
