bag,relative_sec,level,message
25july.bag,53.828870776,30,"Rejected frontier (-5.06, 14.74): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=62, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=239)."
25july.bag,53.910045451,30,"Rejected frontier (-5.31, 14.94): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=31, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=270)."
25july.bag,54.128024141,30,"Rejected frontier (-5.41, 14.64): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=53, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=248)."
25july.bag,54.235382851,30,"Rejected frontier (-5.46, 14.39): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=56, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=245)."
25july.bag,54.946674659,30,"Rejected frontier (-4.86, 12.24): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=68, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=233)."
25july.bag,55.378109588,30,"Rejected frontier (-4.26, 10.59): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=99, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=202)."
25july.bag,55.512936691,30,"Rejected frontier (-4.56, 10.54): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=75, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=226)."
25july.bag,55.714351251,30,"Rejected frontier (-4.86, 9.14): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=163, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=138)."
25july.bag,55.856373821,20,Cached 148-pose ComputePathToPose path for goal sequence 4 in frame map.
25july.bag,55.865352963,20,"Frontier (-0.21, 21.09) selected with score 0.759; safe interior goal is (0.65, 19.88), 1.49 m back along its Nav2 path after rejecting 149 samples; unknown clearance=>=0.15 m, occupied clearance=>=0.15 m, costmap center cost=0."
25july.bag,55.865729298,20,"Sending NavigateToPose frontier goal (0.65, 19.88)."
25july.bag,55.869956519,20,"Nav2 accepted frontier goal (0.65, 19.88)."
25july.bag,55.870941355,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,57.9803974,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,60.080254895,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,61.477549123,20,Nav2 reached the frontier goal.
25july.bag,61.477915769,20,Frontier exploration resumed from IDLE.
25july.bag,61.570246192,30,"Rejected frontier (8.86, 12.14): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.570699505,30,"Rejected frontier (8.31, 9.99): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.572293604,30,"Rejected frontier (-6.34, 12.44): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.573228304,30,"Rejected frontier (9.41, 12.79): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.57507005,30,"Rejected frontier (11.01, 15.24): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.5760617,30,"Rejected frontier (5.11, 15.19): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.576370544,30,"Rejected frontier (4.81, 15.59): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.577660178,30,"Rejected frontier (11.16, 15.69): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.577934145,30,"Rejected frontier (11.06, 15.39): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.579589513,30,"Rejected frontier (11.21, 15.64): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.581295978,30,"Rejected frontier (7.76, 15.54): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.583451138,30,"Rejected frontier (10.96, 15.89): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.584499296,30,"Rejected frontier (11.21, 16.24): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.585709607,30,"Rejected frontier (11.06, 16.99): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.586336825,30,"Rejected frontier (11.01, 16.54): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.587436672,30,"Rejected frontier (10.91, 17.14): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.588477196,30,"Rejected frontier (12.56, 18.99): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.589126687,30,"Rejected frontier (10.01, 17.59): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.590362757,30,"Rejected frontier (10.66, 18.24): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.590984544,30,"Rejected frontier (10.96, 17.59): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.59188113,30,"Rejected frontier (10.81, 17.74): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.592626525,30,"Rejected frontier (10.86, 17.79): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.59374004,30,"Rejected frontier (11.01, 18.09): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.594380723,30,"Rejected frontier (11.06, 18.14): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.594982933,30,"Rejected frontier (4.76, 18.14): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.595607656,30,"Rejected frontier (4.86, 18.24): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.596474996,30,"Rejected frontier (4.01, 18.34): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.5972668,30,"Rejected frontier (4.16, 19.34): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.597872827,30,"Rejected frontier (-8.14, 18.99): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.598399101,30,"Rejected frontier (-8.34, 18.99): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.599508266,30,"Rejected frontier (-8.54, 18.94): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.599935499,30,"Rejected frontier (-7.54, 18.99): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.600490838,30,"Rejected frontier (-7.64, 18.94): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.601324003,30,"Rejected frontier (-7.69, 18.99): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.602055751,30,"Rejected frontier (3.01, 20.04): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.602546026,30,"Rejected frontier (3.21, 19.84): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.603201938,30,"Rejected frontier (3.16, 19.89): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.603651023,30,"Rejected frontier (3.26, 19.89): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.604445473,30,"Rejected frontier (2.91, 20.19): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.6049375,30,"Rejected frontier (2.66, 20.44): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.605866609,30,"Rejected frontier (2.71, 20.29): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.606442057,30,"Rejected frontier (2.61, 20.49): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.606888567,30,"Rejected frontier (2.51, 20.94): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.607292505,30,"Rejected frontier (2.46, 20.99): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.608169043,30,"Rejected frontier (2.41, 21.29): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.608639609,30,"Rejected frontier (2.36, 21.44): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.609100857,30,"Rejected frontier (2.36, 21.49): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.610428463,30,"Rejected frontier (-4.74, 23.94): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.612564817,30,"Rejected frontier (-15.54, 39.99): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.615805557,30,"Rejected frontier (-7.09, 33.39): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.616530092,30,"Rejected frontier (-7.04, 33.44): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.617243285,30,"Rejected frontier (-7.99, 34.59): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.618200158,30,"Rejected frontier (-12.79, 33.69): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.619342878,30,"Rejected frontier (-6.19, 34.54): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.62000352,30,"Rejected frontier (-8.99, 40.54): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.620667478,30,"Rejected frontier (-14.19, 35.49): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.621824617,30,"Rejected frontier (-8.74, 40.69): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,61.623112096,30,"Rejected frontier (-8.94, 40.54): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,61.623631175,30,"Rejected frontier (-8.94, 40.59): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,61.790286811,30,"Rejected frontier (1.56, 27.69): no safe interior on-path goal; 301 rejected samples (maximum backward search distance reached=1, unknown occupancy cell in clearance circle=301)."
25july.bag,61.97471374,30,"Rejected frontier (1.46, 26.09): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=122, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=179)."
25july.bag,62.107253098,30,"Rejected frontier (1.66, 25.64): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=116, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=185)."
25july.bag,62.270265601,30,"Rejected frontier (1.61, 24.89): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=159, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=142)."
25july.bag,62.507268368,30,"Rejected frontier (1.81, 23.84): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=189, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=112)."
25july.bag,62.764983446,30,"Rejected frontier (-7.14, 32.84): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=168, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=133)."
25july.bag,63.469269913,30,"Rejected frontier (-4.24, 27.99): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=271, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=30)."
25july.bag,63.862112502,30,"Rejected frontier (-3.69, 27.14): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=301, maximum backward search distance reached=1)."
25july.bag,64.124359738,30,"Rejected frontier (-10.99, 32.09): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=124, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=177)."
25july.bag,64.314194937,30,"Rejected frontier (-8.39, 29.14): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=163, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=138)."
25july.bag,64.492882021,30,"Rejected frontier (-11.64, 32.39): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=130, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=171)."
25july.bag,64.75145311,30,"Rejected frontier (-8.94, 29.49): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=244, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=57)."
25july.bag,64.90412804,30,"Rejected frontier (-10.19, 30.74): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=108, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=193)."
25july.bag,65.009352878,30,"Rejected frontier (-12.49, 32.94): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=21, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=280)."
25july.bag,65.268499341,30,"Rejected frontier (-9.09, 29.34): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=253, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=48)."
25july.bag,65.418528842,30,"Rejected frontier (7.01, 7.29): no safe interior on-path goal; 301 rejected samples (costmap: cost threshold exceeded=57, costmap: unknown cell in safety area=51, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=193)."
25july.bag,66.913197418,30,"Rejected frontier (-4.79, 9.29): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=27, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=274)."
25july.bag,67.222759473,30,"Rejected frontier (-4.39, 7.24): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=210, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=91)."
25july.bag,67.223932131,20,Cached 32-pose ComputePathToPose path for goal sequence 5 in frame map.
25july.bag,67.230119052,20,"Frontier (2.36, 21.99) selected with score 3.410; safe interior goal is (0.94, 20.70), 1.50 m back along its Nav2 path after rejecting 150 samples; unknown clearance=>=0.15 m, occupied clearance=>=0.15 m, costmap center cost=0."
25july.bag,67.230608865,20,"Sending NavigateToPose frontier goal (0.94, 20.70)."
25july.bag,67.235719704,20,"Nav2 accepted frontier goal (0.94, 20.70)."
25july.bag,67.237095012,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,69.480215511,20,Active goal cost=0 maximum-area-cost=24 safety=cost threshold exceeded.
25july.bag,69.480540817,30,"Active goal unsafe check 1/2 [inflation/unknown]: cost threshold exceeded (center cost=0, maximum area cost=24)."
25july.bag,70.580209523,30,"Active goal unsafe check 2/2 [inflation/unknown]: cost threshold exceeded (center cost=0, maximum area cost=24)."
25july.bag,70.580663507,30,The active frontier goal has become unsafe; preparing one on-path correction.
25july.bag,70.58166262,30,Active-goal correction skipped: no safe point exists ahead on the cached path. Fallback is keep_original.
25july.bag,83.622218545,20,Nav2 reached the frontier goal.
25july.bag,83.622812288,20,Frontier exploration resumed from IDLE.
25july.bag,83.776634507,30,"Rejected frontier (8.86, 12.14): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.777235964,30,"Rejected frontier (8.31, 9.99): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.778636029,30,"Rejected frontier (-6.34, 11.94): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.779189313,30,"Rejected frontier (-6.39, 11.49): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.779677984,30,"Rejected frontier (-6.34, 11.54): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.782034138,30,"Rejected frontier (9.41, 12.79): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.784380954,30,"Rejected frontier (11.01, 15.24): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.78529878,30,"Rejected frontier (5.41, 19.44): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.785977055,30,"Rejected frontier (5.11, 15.19): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.786369751,30,"Rejected frontier (4.81, 15.59): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.787420944,30,"Rejected frontier (11.16, 15.69): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.790863609,30,"Rejected frontier (11.06, 15.39): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.79113941,30,"Rejected frontier (11.21, 15.64): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.79118099,30,"Rejected frontier (7.76, 15.54): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.7912174,30,"Rejected frontier (10.96, 15.89): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.791850618,30,"Rejected frontier (11.21, 16.24): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.794767141,30,"Rejected frontier (11.06, 16.99): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.795228769,30,"Rejected frontier (11.01, 16.54): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.796293798,30,"Rejected frontier (10.91, 17.14): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.796974949,30,"Rejected frontier (12.56, 18.99): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.797569674,30,"Rejected frontier (10.01, 17.59): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.798753933,30,"Rejected frontier (10.66, 18.24): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.799377342,30,"Rejected frontier (10.96, 17.59): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.800479744,30,"Rejected frontier (10.81, 17.74): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.801048709,30,"Rejected frontier (10.86, 17.79): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.802152673,30,"Rejected frontier (11.01, 18.09): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.802965938,30,"Rejected frontier (11.06, 18.14): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.804164705,30,"Rejected frontier (5.21, 19.39): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.805470067,30,"Rejected frontier (4.76, 18.14): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.805573436,30,"Rejected frontier (4.86, 18.24): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.806260809,30,"Rejected frontier (4.16, 19.39): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.806910238,30,"Rejected frontier (4.06, 18.79): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.807998673,30,"Rejected frontier (-8.14, 18.99): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.808458538,30,"Rejected frontier (-8.39, 18.99): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.80938971,30,"Rejected frontier (-8.49, 18.94): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.810060921,30,"Rejected frontier (-8.49, 19.04): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.810597584,30,"Rejected frontier (-7.54, 18.99): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.811152422,30,"Rejected frontier (-7.64, 18.94): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.812204707,30,"Rejected frontier (-7.69, 18.99): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.813000408,30,"Rejected frontier (-5.89, 19.69): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.813508015,30,"Rejected frontier (-5.59, 19.94): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.814309818,30,"Rejected frontier (2.66, 20.59): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.814912037,30,"Rejected frontier (3.06, 19.99): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.815332085,30,"Rejected frontier (3.01, 20.04): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.815766521,30,"Rejected frontier (3.01, 20.09): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.816189926,30,"Rejected frontier (3.06, 20.14): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.81699255,30,"Rejected frontier (2.81, 20.34): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.817570172,30,"Rejected frontier (2.76, 20.39): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.818152653,30,"Rejected frontier (2.76, 21.09): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.819114564,30,"Rejected frontier (2.81, 21.29): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.819729257,30,"Rejected frontier (2.41, 22.14): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.820195334,30,"Rejected frontier (2.56, 22.34): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.820660599,30,"Rejected frontier (2.51, 22.09): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.821088252,30,"Rejected frontier (2.56, 22.09): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.821716761,30,"Rejected frontier (2.41, 22.24): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.822206554,30,"Rejected frontier (2.46, 22.24): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.82282797,30,"Rejected frontier (2.41, 22.29): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.823481808,30,"Rejected frontier (2.46, 22.34): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.824481321,30,"Rejected frontier (-4.64, 24.54): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.825050587,30,"Rejected frontier (-4.74, 24.39): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.830510143,30,"Rejected frontier (-7.04, 33.44): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.832225915,30,"Rejected frontier (-6.14, 34.44): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.8328575,30,"Rejected frontier (-9.04, 40.54): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.833726402,30,"Rejected frontier (-6.59, 36.64): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.834482978,30,"Rejected frontier (-6.14, 36.89): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.835044689,30,"Rejected frontier (-6.29, 36.84): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.835540363,30,"Rejected frontier (-6.19, 36.94): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,83.83604784,30,"Rejected frontier (-6.19, 36.99): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.836751854,30,"Rejected frontier (-6.29, 37.39): endpoint clearance 0.08 m is below required 0.10 m."
25july.bag,83.837296633,30,"Rejected frontier (-6.29, 37.49): endpoint clearance 0.03 m is below required 0.10 m."
25july.bag,83.922699315,30,"Rejected frontier (1.21, 35.49): no safe interior on-path goal; 301 rejected samples (maximum backward search distance reached=1, unknown occupancy cell in clearance circle=301)."
25july.bag,83.994744011,30,"Rejected frontier (1.66, 33.74): no safe interior on-path goal; 301 rejected samples (maximum backward search distance reached=1, unknown occupancy cell in clearance circle=301)."
25july.bag,84.061720935,30,"Rejected frontier (1.31, 33.79): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=6, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=295)."
25july.bag,84.136253078,30,"Rejected frontier (0.86, 33.99): no safe interior on-path goal; 301 rejected samples (maximum backward search distance reached=1, unknown occupancy cell in clearance circle=301)."
25july.bag,84.253897612,30,"Rejected frontier (1.41, 32.99): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=68, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=233)."
25july.bag,84.328108247,30,"Rejected frontier (0.81, 33.34): no safe interior on-path goal; 301 rejected samples (maximum backward search distance reached=1, unknown occupancy cell in clearance circle=301)."
25july.bag,84.452974788,30,"Rejected frontier (1.86, 31.89): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=81, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=220)."
25july.bag,84.659302647,30,"Rejected frontier (1.61, 31.64): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=188, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=113)."
25july.bag,84.765387527,30,"Rejected frontier (1.01, 31.99): no safe interior on-path goal; 301 rejected samples (maximum backward search distance reached=1, unknown occupancy cell in clearance circle=301)."
25july.bag,84.882108643,30,"Rejected frontier (0.86, 31.64): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=49, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=252)."
25july.bag,85.064031018,30,"Rejected frontier (-6.24, 37.29): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=32, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=269)."
25july.bag,85.352211081,30,"Rejected frontier (1.76, 27.24): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=224, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=77)."
25july.bag,85.6261449,30,"Rejected frontier (1.86, 25.64): no safe interior on-path goal; 301 rejected samples (costmap: cost threshold exceeded=16, costmap: unknown cell in safety area=238, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=47)."
25july.bag,85.874741935,30,"Rejected frontier (-8.04, 34.04): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=138, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=163)."
25july.bag,86.110668025,30,"Rejected frontier (-6.24, 30.74): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=154, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=147)."
25july.bag,86.313482121,30,"Rejected frontier (2.91, 20.34): no safe interior on-path goal; 151 rejected samples (costmap: cost threshold exceeded=151)."
25july.bag,86.697896314,30,"Rejected frontier (-12.79, 33.19): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=146, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=155)."
25july.bag,86.909062939,30,"Rejected frontier (-9.79, 29.89): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=176, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=125)."
25july.bag,87.166418301,30,"Rejected frontier (-8.29, 28.34): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=255, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=46)."
25july.bag,87.358886279,30,"Rejected frontier (-8.04, 27.84): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=185, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=116)."
25july.bag,88.719570034,30,"Rejected frontier (-8.34, 16.19): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=159, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=142)."
25july.bag,89.464307226,30,"Rejected frontier (-6.29, 11.74): no safe interior on-path goal; 301 rejected samples (costmap: unknown cell in safety area=55, maximum backward search distance reached=1, unknown occupancy cell in clearance circle=246)."
25july.bag,89.465102316,20,"No forward-progress frontier is reachable; using recovery frontier (0.66, 11.74)."
25july.bag,89.466069717,20,Cached 333-pose ComputePathToPose path for goal sequence 6 in frame map.
25july.bag,89.47319659,20,"Frontier (0.66, 11.74) selected with score -8.626; safe interior goal is (0.76, 12.36), 0.66 m back along its Nav2 path after rejecting 66 samples; unknown clearance=>=0.15 m, occupied clearance=>=0.15 m, costmap center cost=0."
25july.bag,89.473666414,20,"Sending NavigateToPose frontier goal (0.76, 12.36)."
25july.bag,89.478641275,20,"Nav2 accepted frontier goal (0.76, 12.36)."
25july.bag,89.479775027,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,91.681057943,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,93.880936255,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,95.980703214,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,98.28062383,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,100.480180208,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,102.580908322,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,104.980964685,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,107.28082617,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,109.581087671,20,Active goal cost=0 maximum-area-cost=0 safety=safe.
25july.bag,110.045309863,20,Nav2 reached the frontier goal.
25july.bag,110.04574008,20,Frontier exploration resumed from IDLE.
25july.bag,110.253248252,30,"Rejected frontier (-4.74, -11.81): endpoint clearance 0.04 m is below required 0.10 m."
25july.bag,110.254209781,30,"Rejected frontier (-4.79, -11.81): endpoint clearance 0.03 m is below required 0.10 m."
