bag,relative_sec,level,node,message
25july.bag,86.434619725,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,86.452422211,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,86.452444894,30,planner_server,"Planning algorithm  failed to generate a valid path to (-12.79, 34.19)"
25july.bag,86.452467688,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,86.469328873,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,86.469397425,30,planner_server,"Planning algorithm  failed to generate a valid path to (-13.34, 34.74)"
25july.bag,86.469465666,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,86.487312958,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,86.487385557,30,planner_server,"Planning algorithm  failed to generate a valid path to (-13.29, 34.34)"
25july.bag,86.487431666,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,87.366507965,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,87.366569333,30,planner_server,"Planning algorithm  failed to generate a valid path to (-4.94, 21.49)"
25july.bag,87.366605202,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,87.471689931,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,87.471732383,30,planner_server,"Planning algorithm  failed to generate a valid path to (-7.74, 18.99)"
25july.bag,87.471766949,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,87.714193285,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,87.714222993,30,planner_server,"Planning algorithm  failed to generate a valid path to (-8.29, 18.99)"
25july.bag,87.714260956,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,89.504982077,20,controller_server,"Received a goal, begin computing control effort."
25july.bag,110.005472795,20,controller_server,Reached the goal!
25july.bag,110.044646026,20,bt_navigator,Goal succeeded
25july.bag,111.731635956,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,111.731672927,30,planner_server,"Planning algorithm  failed to generate a valid path to (-8.54, 40.39)"
25july.bag,111.731708005,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,111.787214562,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,111.787282894,30,planner_server,"Planning algorithm  failed to generate a valid path to (12.36, 19.19)"
25july.bag,111.787319404,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,111.934142517,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,111.93424824,30,planner_server,"Planning algorithm  failed to generate a valid path to (12.46, 18.79)"
25july.bag,111.934285342,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,111.96218476,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,111.96223178,30,planner_server,"Planning algorithm  failed to generate a valid path to (-9.04, 40.29)"
25july.bag,111.962253161,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,111.981079323,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,111.981142354,30,planner_server,"Planning algorithm  failed to generate a valid path to (-7.84, 38.69)"
25july.bag,111.981206457,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,111.998590856,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,111.998635352,30,planner_server,"Planning algorithm  failed to generate a valid path to (12.36, 18.29)"
25july.bag,111.998666281,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.282809887,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.282852319,30,planner_server,"Planning algorithm  failed to generate a valid path to (11.11, 18.09)"
25july.bag,112.282891835,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.317708204,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.317782947,30,planner_server,"Planning algorithm  failed to generate a valid path to (12.06, 17.04)"
25july.bag,112.317854184,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.337490343,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.33753015,30,planner_server,"Planning algorithm  failed to generate a valid path to (10.61, 18.14)"
25july.bag,112.337569175,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.651833641,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.651872275,30,planner_server,"Planning algorithm  failed to generate a valid path to (11.76, 15.99)"
25july.bag,112.651903004,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.680971551,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.681056845,30,planner_server,"Planning algorithm  failed to generate a valid path to (-7.84, 34.79)"
25july.bag,112.681108845,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.705152659,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.705193658,30,planner_server,"Planning algorithm  failed to generate a valid path to (9.56, 17.24)"
25july.bag,112.705226391,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.935591632,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.936467235,30,planner_server,"Planning algorithm  failed to generate a valid path to (10.96, 15.29)"
25july.bag,112.936517933,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.966465999,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.966606199,30,planner_server,"Planning algorithm  failed to generate a valid path to (3.81, 21.09)"
25july.bag,112.966679429,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.977530234,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.977576824,30,planner_server,"Planning algorithm  failed to generate a valid path to (2.51, 22.34)"
25july.bag,112.977622351,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,112.999500911,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,112.999544014,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.36, 19.19)"
25july.bag,112.999565014,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.008909452,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.008977854,30,planner_server,"Planning algorithm  failed to generate a valid path to (11.06, 14.39)"
25july.bag,113.009011469,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.035378609,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.035486587,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.16, 19.14)"
25july.bag,113.035530932,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.219532785,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.219574755,30,planner_server,"Planning algorithm  failed to generate a valid path to (4.16, 19.29)"
25july.bag,113.219599082,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.273253593,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.273291967,30,planner_server,"Planning algorithm  failed to generate a valid path to (6.11, 17.44)"
25july.bag,113.273328467,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.297656346,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.297701593,30,planner_server,"Planning algorithm  failed to generate a valid path to (3.06, 20.19)"
25july.bag,113.297966212,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.318713947,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.318783812,30,planner_server,"Planning algorithm  failed to generate a valid path to (-12.24, 36.14)"
25july.bag,113.318823909,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.337312109,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.337338009,30,planner_server,"Planning algorithm  failed to generate a valid path to (-13.54, 37.44)"
25july.bag,113.337369149,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.357919405,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.357980252,30,planner_server,"Planning algorithm  failed to generate a valid path to (-11.39, 34.99)"
25july.bag,113.358013045,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.368912803,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.368956397,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.96, 16.69)"
25july.bag,113.369010752,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.393744251,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.393825357,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.81, 16.04)"
25july.bag,113.393860284,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.414495072,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.414527976,30,planner_server,"Planning algorithm  failed to generate a valid path to (10.36, 12.34)"
25july.bag,113.414559727,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.434011981,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.43407373,30,planner_server,"Planning algorithm  failed to generate a valid path to (-12.79, 34.19)"
25july.bag,113.434116442,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.457287226,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.457332153,30,planner_server,"Planning algorithm  failed to generate a valid path to (-13.49, 34.89)"
25july.bag,113.457362181,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,113.479910919,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,113.479956266,30,planner_server,"Planning algorithm  failed to generate a valid path to (-14.14, 35.29)"
25july.bag,113.480014318,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,114.463902,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,114.463941566,30,planner_server,"Planning algorithm  failed to generate a valid path to (-5.99, 21.19)"
25july.bag,114.463999308,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,114.489941219,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,114.489974183,30,planner_server,"Planning algorithm  failed to generate a valid path to (-5.59, 20.39)"
25july.bag,114.49000928,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,114.519274111,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,114.51934634,30,planner_server,"Planning algorithm  failed to generate a valid path to (-5.54, 20.24)"
25july.bag,114.519381207,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,114.541541418,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,114.542245812,30,planner_server,"Planning algorithm  failed to generate a valid path to (7.51, 7.64)"
25july.bag,114.542287402,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,114.566082756,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,114.566125719,30,planner_server,"Planning algorithm  failed to generate a valid path to (-7.74, 18.99)"
25july.bag,114.566172769,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,114.719170197,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,114.719716838,30,planner_server,"Planning algorithm  failed to generate a valid path to (4.01, 4.39)"
25july.bag,114.719760031,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,119.097437316,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,119.097476401,30,planner_server,"Planning algorithm  failed to generate a valid path to (3.91, -5.06)"
25july.bag,119.097505598,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,119.959275089,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,119.959321489,30,planner_server,"Planning algorithm  failed to generate a valid path to (-5.94, 2.74)"
25july.bag,119.959349412,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,120.316154615,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,120.316195643,30,planner_server,"Planning algorithm  failed to generate a valid path to (-7.19, 2.89)"
25july.bag,120.316233286,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,120.463080545,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,120.463147384,30,planner_server,"Planning algorithm  failed to generate a valid path to (4.56, -8.16)"
25july.bag,120.463180718,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,121.188950975,20,controller_server,"Received a goal, begin computing control effort."
25july.bag,136.190295919,30,controller_server,Control loop missed its desired rate of 20.0000Hz
25july.bag,137.989982495,30,controller_server,Control loop missed its desired rate of 20.0000Hz
25july.bag,139.139399649,20,controller_server,Reached the goal!
25july.bag,139.17999027,20,bt_navigator,Goal succeeded
25july.bag,141.455032507,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,141.455170341,30,planner_server,"Planning algorithm  failed to generate a valid path to (-8.41, 40.04)"
25july.bag,141.45521627,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,141.505111877,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,141.505168396,30,planner_server,"Planning algorithm  failed to generate a valid path to (-8.96, 40.49)"
25july.bag,141.505189577,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,141.682367586,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,141.682446978,30,planner_server,"Planning algorithm  failed to generate a valid path to (12.79, 18.89)"
25july.bag,141.682515139,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,141.721549646,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,141.721581037,30,planner_server,"Planning algorithm  failed to generate a valid path to (-8.06, 39.14)"
25july.bag,141.72160365,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,141.749533279,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,141.749602872,30,planner_server,"Planning algorithm  failed to generate a valid path to (12.34, 19.19)"
25july.bag,141.749667296,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,141.773641444,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,141.773728772,30,planner_server,"Planning algorithm  failed to generate a valid path to (12.69, 18.64)"
25july.bag,141.773767336,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,141.805189115,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,141.805241025,30,planner_server,"Planning algorithm  failed to generate a valid path to (12.39, 18.84)"
25july.bag,141.805279128,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,141.962387307,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,141.96243055,30,planner_server,"Planning algorithm  failed to generate a valid path to (11.49, 18.69)"
25july.bag,141.962489804,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.274049061,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.274085531,30,planner_server,"Planning algorithm  failed to generate a valid path to (10.59, 18.19)"
25july.bag,142.274483495,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.299641547,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.299685511,30,planner_server,"Planning algorithm  failed to generate a valid path to (11.79, 16.74)"
25july.bag,142.299726971,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.334257723,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.335384047,30,planner_server,"Planning algorithm  failed to generate a valid path to (-7.86, 34.64)"
25july.bag,142.335443371,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.365837684,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.365878833,30,planner_server,"Planning algorithm  failed to generate a valid path to (11.49, 15.74)"
25july.bag,142.36591388,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.434316608,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.434397202,30,planner_server,"Planning algorithm  failed to generate a valid path to (9.44, 17.39)"
25july.bag,142.434438071,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.605111974,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.605196176,30,planner_server,"Planning algorithm  failed to generate a valid path to (4.24, 20.94)"
25july.bag,142.605242144,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.749871753,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.749899766,30,planner_server,"Planning algorithm  failed to generate a valid path to (4.09, 20.79)"
25july.bag,142.749920917,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.782547019,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.782592596,30,planner_server,"Planning algorithm  failed to generate a valid path to (11.09, 14.39)"
25july.bag,142.782616783,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.811805369,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.811834786,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.14, 19.19)"
25july.bag,142.811856678,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.838691341,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.838725116,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.29, 18.94)"
25july.bag,142.83875848,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.868981935,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.869037782,30,planner_server,"Planning algorithm  failed to generate a valid path to (-13.41, 37.69)"
25july.bag,142.869204833,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.898971369,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.899026865,30,planner_server,"Planning algorithm  failed to generate a valid path to (-13.21, 37.44)"
25july.bag,142.899066551,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.922851965,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.922894206,30,planner_server,"Planning algorithm  failed to generate a valid path to (6.34, 17.64)"
25july.bag,142.922927129,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.948098746,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.948154453,30,planner_server,"Planning algorithm  failed to generate a valid path to (-15.41, 39.89)"
25july.bag,142.94818969,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,142.977327598,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,142.977395859,30,planner_server,"Planning algorithm  failed to generate a valid path to (4.14, 19.24)"
25july.bag,142.977429083,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,143.005460164,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,143.005498227,30,planner_server,"Planning algorithm  failed to generate a valid path to (-11.66, 35.29)"
25july.bag,143.005518516,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,143.037091863,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,143.037153722,30,planner_server,"Planning algorithm  failed to generate a valid path to (6.09, 16.34)"
25july.bag,143.037196164,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,143.066415007,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,143.066449012,30,planner_server,"Planning algorithm  failed to generate a valid path to (10.74, 12.39)"
25july.bag,143.066471936,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,143.272810029,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,143.272878331,30,planner_server,"Planning algorithm  failed to generate a valid path to (-12.96, 34.39)"
25july.bag,143.272935931,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,143.30943316,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,143.309588609,30,planner_server,"Planning algorithm  failed to generate a valid path to (-14.01, 35.54)"
25july.bag,143.309659034,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,143.33906669,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,143.339703363,30,planner_server,"Planning algorithm  failed to generate a valid path to (-13.26, 34.39)"
25july.bag,143.339752788,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,144.63657904,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,144.636655467,30,planner_server,"Planning algorithm  failed to generate a valid path to (-4.76, 23.64)"
25july.bag,144.636694161,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,144.689608813,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,144.689743582,30,planner_server,"Planning algorithm  failed to generate a valid path to (7.64, 9.44)"
25july.bag,144.689773038,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,144.719128853,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,144.719180753,30,planner_server,"Planning algorithm  failed to generate a valid path to (-9.36, 21.49)"
25july.bag,144.71924673,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,147.976308968,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,147.97636212,30,planner_server,"Planning algorithm  failed to generate a valid path to (-18.66, 19.69)"
25july.bag,147.976394532,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,149.692077257,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,149.692138554,30,planner_server,"Planning algorithm  failed to generate a valid path to (-5.96, 2.84)"
25july.bag,149.692263374,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,150.39409969,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july.bag,150.394149987,30,planner_server,"Planning algorithm  failed to generate a valid path to (-7.26, 2.84)"
25july.bag,150.394168222,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july.bag,152.678291225,20,controller_server,"Received a goal, begin computing control effort."
25july.bag,161.916910671,40,bt_navigator_navigate_to_pose_rclcpp_node,Failed to get result for follow_path in node halt!
25july.bag,161.917001866,20,bt_navigator,[navigate_to_pose] [ActionServer] Client requested to cancel the goal. Cancelling.
25july.bag,161.917269871,20,bt_navigator,Goal canceled
25july.bag,161.92849502,20,controller_server,Goal was canceled. Stopping the robot.
25july.bag,161.928799946,20,controller_server,[follow_path] [ActionServer] Client requested to cancel the goal. Cancelling.
25july.bag,161.96128095,20,controller_server,"Received a goal, begin computing control effort."
25july1.bag,1.093792567,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july1.bag,1.09387226,30,planner_server,"Planning algorithm  failed to generate a valid path to (6.11, 16.02)"
25july1.bag,1.093916224,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july1.bag,1.114557258,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july1.bag,1.114616651,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.11, 16.42)"
25july1.bag,1.114635217,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july1.bag,6.682916402,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july1.bag,6.682959194,30,planner_server,"Planning algorithm  failed to generate a valid path to (6.11, 16.02)"
25july1.bag,6.682994661,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july1.bag,6.702844007,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july1.bag,6.702912548,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.11, 16.42)"
25july1.bag,6.703426381,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,26.444420769,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,26.444492276,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,26.444513526,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,28.33152052,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,28.331595323,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,28.33164098,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,30.235520144,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,30.235549179,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,30.235577123,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,32.148209911,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,32.148265277,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,32.148291146,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,34.035096555,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,34.035159696,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,34.035179023,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,36.030701727,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,36.030775538,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,36.030819692,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,38.136466904,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,38.136523031,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,38.136542919,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,40.230194699,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,40.230267137,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,40.230307324,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,42.332417316,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,42.332462112,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,42.332494964,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
25july2.bag,44.542818486,30,planner_server,GridBased: failed to create plan with tolerance 0.50.
25july2.bag,44.542861558,30,planner_server,"Planning algorithm  failed to generate a valid path to (5.41, 14.32)"
25july2.bag,44.5428994,30,planner_server,[compute_path_to_pose] [ActionServer] Aborting handle.
