stamp_s,elapsed_s,global_x_m,global_y_m,interpolated_direct_utm_x_m,interpolated_direct_utm_y_m,global_to_direct_utm_m,global_to_centreline_m
1787657853.019086,4.1930928230285645,53.44556074253704,43.76498692539195,446.6943066662226,379.17628818379677,516.8610230830022,372.99249550511547
1787657853.0590858,4.233092784881592,53.44946798251993,43.766929854159535,446.6939553907321,379.17406471719613,516.8550792959074,372.9881605144255
1787657853.091086,4.265092849731445,53.44984651292284,43.76735116993244,446.6936743695022,379.17228593861444,516.8531497577227,372.98766132655715
1787657853.1220875,4.2960944175720215,53.450220280965105,43.76776771703227,446.69340211696885,379.1705626632045,516.8512696300633,372.98716823826385
1787657853.1620874,4.336094379425049,53.45071279460859,43.768317343325606,446.6930508414784,379.1683391966039,516.8488280839458,372.98651824405624
1787657853.1900873,4.364094257354736,78.09263003641608,63.94676761481477,446.69280494947253,379.1667827752846,485.0048936904685,342.9535090505537
1787657853.2140875,4.388094425201416,78.0918842548956,63.946646508701726,446.6925941825032,379.16544868472187,485.00451194233364,342.95425159895456
1787657853.2620869,4.436093807220459,78.09036277772971,63.94640078366918,446.6921726569397,379.16278055660814,485.00377351458513,342.955766023118
1787657853.2920868,4.4660937786102295,78.08939156343236,63.94624491425369,446.69190920032185,379.16111295665763,485.0033288991361,342.95673240018243
1787657853.3220885,4.496095418930054,78.08840468480803,63.9460872745884,446.69164572904765,379.15944526393685,485.00289727303584,342.9577141107983
1787657853.3570886,4.531095504760742,78.09204343538605,63.94614818477157,446.6913383619466,379.15749972403484,484.99859418308273,342.95427125528636
1787657853.3920884,4.566095352172852,78.09245571712023,63.94604251230915,446.6910309969393,379.15555419738575,484.99685148983895,342.95391942867764
1787657853.4210913,4.595098257064819,78.09280601821403,63.94595458468834,446.6907762964554,379.1539420210895,484.99540104721166,342.9536198625132
1787657853.4600914,4.634098291397095,78.09328943239954,63.94583586486462,446.69043380222405,379.15177413717805,484.99344156361406,342.953205571912
1787657853.4880912,4.662098169326782,78.0939867745935,63.947134620090495,446.6901879102182,379.1502177158588,484.9908690735236,342.9521083407034
1787657853.5200913,4.694098234176636,78.0945283739951,63.947547121255006,446.68990688898833,379.1484389372771,484.9888197311633,342.95145878625226
